#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	    2666	      53	     603	   98.01	  100.00	   98.01	  100.00	    4.80	 2510.67	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	    4709	      52	     597	   99.16	  100.00	   99.16	  100.00	    8.13	 4554.32	1.0e-26
VFDB|VFG000873 Type-1 fimbrial protein, A chain precursor [Escherichia coli CFT073]	    1623	      53	     606	   83.17	   90.43	   91.97	  110.58	    3.44	 1469.10	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	    2369	      47	     540	   97.78	  100.00	   97.78	  100.00	    4.64	 2229.82	1.0e-26
VFDB|VFG000875 Chaperone protein fimC precursor [Escherichia coli CFT073]	    4836	      63	     726	   98.62	  100.00	   98.62	  100.00	    6.96	 4648.46	1.0e-26
VFDB|VFG000876 Outer membrane usher protein fimD precursor [Escherichia coli CFT073]	   16390	     223	    2637	   97.65	   99.20	   98.43	  100.80	    6.54	15731.39	1.0e-26
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	    2323	      47	     534	   92.70	   95.13	   97.44	  105.12	    4.69	 2185.38	1.0e-26
VFDB|VFG000878 FimG protein precursor [Escherichia coli CFT073]	    2806	      44	     504	   97.42	  100.00	   97.42	  100.00	    6.04	 2675.52	1.0e-26
VFDB|VFG000879 FimH protein precursor [Escherichia coli CFT073]	    5730	      79	     912	   97.04	  100.00	   97.04	  100.00	    7.03	 5495.24	1.0e-26
VFDB|VFG000923 ferrienterobactin outer membrane transporter [Escherichia coli CFT073]	   12651	     192	    2241	   92.90	   97.81	   94.98	  102.24	    6.98	12086.32	1.0e-26
VFDB|VFG000924 ferrienterobactin ABC transporter periplasmic binding protein [Escherichia coli CFT073]	    7440	      83	     957	   97.39	  100.00	   97.39	  100.00	    8.38	 7193.98	1.0e-26
VFDB|VFG000925 ferrienterobactin ABC transporter ATPase [Escherichia coli CFT073]	    3306	      71	     816	   96.45	   99.88	   96.56	  100.12	    4.65	 3096.67	1.0e-26
VFDB|VFG000926 ferrienterobactin ABC transporter permease [Escherichia coli CFT073]	    5166	      89	    1017	   92.92	   96.26	   96.53	  103.88	    5.86	 4904.93	1.0e-26
VFDB|VFG000928 iron-enterobactin ABC transporter permease [Escherichia coli CFT073]	    6766	      86	     993	   91.34	   98.99	   92.27	  101.02	    8.79	 6510.77	1.0e-26
VFDB|VFG000929 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	   14374	      65	     771	   94.81	  100.00	   94.81	  100.00	   27.73	14178.04	1.0e-26
VFDB|VFG000930 enterobactin synthase multienzyme complex component, ATP-dependent [Escherichia coli CFT073]	   19109	     326	    3882	   93.59	   98.15	   95.35	  101.89	    5.78	18151.29	1.0e-26
VFDB|VFG000931 isochorismate synthase 1 [Escherichia coli CFT073]	    8187	     103	    1188	   97.56	  100.00	   97.56	  100.00	    7.44	 7882.80	1.0e-26
VFDB|VFG000932 2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	   11514	     138	    1611	   94.48	  100.00	   94.48	  100.00	    9.04	11105.09	1.0e-26
VFDB|VFG000933 isochorismatase [Escherichia coli CFT073]	    9855	      74	     858	   96.97	  100.00	   96.97	  100.00	   13.93	 9634.90	1.0e-26
VFDB|VFG001443 outer membrane protein A [Escherichia coli O18:K1:H7 str. RS218]	   14181	      88	    1041	   92.32	  100.48	   91.87	   99.52	   18.26	13916.84	1.0e-26
VFDB|VFG034754 Type III secretion system effector espL1 [Escherichia coli O157:H7 str. EDL933]	    6440	     165	    1899	   97.31	   99.68	   97.62	  100.32	    3.64	 5959.58	1.0e-26
VFDB|VFG034772 Type III secretion system effector EspL4 [Escherichia coli O157:H7 str. EDL933]	    7801	     190	    2187	   70.69	   73.75	   95.85	  135.59	    3.95	 7248.85	1.0e-26
VFDB|VFG034815 Type III secretion system effector espR1 [Escherichia coli O157:H7 str. EDL933]	    1630	     111	    1260	   73.17	   78.10	   93.70	  128.05	    1.55	 1324.23	1.0e-26
VFDB|VFG034849 Type III secretion system effector EspX1 [Escherichia coli O157:H7 str. EDL933]	    2013	     125	    1422	   81.58	   86.50	   94.31	  115.61	    1.71	 1665.64	1.0e-26
VFDB|VFG034866 Type III secretion system effector EspX4 [Escherichia coli O157:H7 str. EDL933]	    3767	     138	    1581	   89.06	   94.94	   93.80	  105.33	    2.95	 3369.83	1.0e-26
VFDB|VFG034873 Type III secretion system effector EspX5 [Escherichia coli O157:H7 str. EDL933]	    4621	     113	    1293	   96.98	  100.00	   96.98	  100.00	    4.14	 4291.72	1.0e-26
VFDB|VFG044159 enterobactin/ferric enterobactin esterase [Escherichia coli CFT073]	    6475	     104	    1203	   96.59	  100.00	   96.59	  100.00	    6.09	 6166.91	1.0e-26
VFDB|VFG044165 enterobactin exporter, iron-regulated [Escherichia coli CFT073]	    6660	     109	    1251	   94.32	  100.00	   94.32	  100.00	    6.71	 6339.85	1.0e-26
VFDB|VFG048683 type VI secretion system protein, Hcp family [Klebsiella pneumoniae subsp. pneumoniae HS11286]	     898	      43	     492	   79.88	   92.89	   86.00	  107.66	    2.95	  775.30	1.0e-26
VFDB|VFG048830 6-phosphogluconate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    3809	     123	    1407	   71.86	   82.52	   87.08	  121.19	    4.32	 3453.56	1.0e-26
