#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG043510 Enterococcus faecalis surface protein Fss3, fibrinogen binding protein [Enterococcus faecalis V583]	  455503	   87869	    3228	   83.58	   91.73	   91.12	  109.02	  178.55	248732.59	1.0e-26
VFDB|VFG043511 cell wall anchored protein SgrA [Enterococcus faecium DO]	  191990	   26589	     975	  100.00	  100.00	  100.00	  100.00	  197.86	125159.03	1.0e-26
VFDB|VFG043518 collagen adhesin precursor Acm [Enterococcus faecium str. TX2555]	  651287	   58838	    2166	  100.00	  100.00	  100.00	  100.00	  302.04	494270.94	1.0e-26
VFDB|VFG043519 collagen adhesin protein Scm [Enterococcus faecium DO]	  586796	   53897	    1983	   98.64	   98.79	   99.85	  101.23	  299.53	443240.08	1.0e-26
VFDB|VFG045632 Collagen binding MSCRAMM, EcbA [Enterococcus faecium DO]	  364190	   87943	    3228	   94.70	  100.00	   94.70	  100.00	  140.98	168782.80	1.0e-26
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	  616226	   16379	     603	   97.84	  100.00	   97.84	  100.00	 1119.29	568784.55	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	  686982	   16205	     597	   98.83	  100.00	   98.83	  100.00	 1197.22	639858.79	1.0e-26
VFDB|VFG000873 Type-1 fimbrial protein, A chain precursor [Escherichia coli CFT073]	  462242	   16484	     606	   91.09	   99.83	   91.24	  100.17	  994.61	415060.10	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	  561811	   14675	     540	   98.52	  100.00	   98.52	  100.00	 1090.74	519279.94	1.0e-26
VFDB|VFG000875 Chaperone protein fimC precursor [Escherichia coli CFT073]	  811810	   19685	     726	   98.90	  100.00	   98.90	  100.00	 1161.78	754617.93	1.0e-26
VFDB|VFG000876 Outer membrane usher protein fimD precursor [Escherichia coli CFT073]	 3115095	   70016	    2637	   98.52	  100.00	   98.52	  100.00	 1241.55	2911201.01	1.0e-26
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	  537313	   14515	     534	   96.63	  100.00	   96.63	  100.00	 1128.03	495294.32	1.0e-26
VFDB|VFG000878 FimG protein precursor [Escherichia coli CFT073]	  567797	   13695	     504	   98.21	  100.00	   98.21	  100.00	 1196.20	527999.62	1.0e-26
VFDB|VFG000879 FimH protein precursor [Escherichia coli CFT073]	 1006047	   24685	     912	   97.48	  100.00	   97.48	  100.00	 1194.81	934354.90	1.0e-26
VFDB|VFG000880 regulatory protein PapI [Escherichia coli CFT073]	   94184	    6386	     234	   94.87	  100.00	   94.87	  100.00	  457.87	76647.78	1.0e-26
VFDB|VFG000881 (papB) regulatory protein PapB [Escherichia coli CFT073]	  352944	    8576	     315	   98.41	   99.68	   98.73	  100.32	 1178.58	328028.49	1.0e-26
VFDB|VFG000902 Aecreted auto transpoter toxin [Escherichia coli CFT073]	 4701750	  102036	    3900	   99.56	  100.00	   99.56	  100.00	 1227.59	4404311.19	1.0e-26
VFDB|VFG000916 heme oxygenase ChuS [Escherichia coli CFT073]	 1041058	   27844	    1029	   99.03	  100.00	   99.03	  100.00	 1036.08	960426.24	1.0e-26
VFDB|VFG000917 Outer membrane heme/hemoglobin receptor ChuA [Escherichia coli CFT073]	 2435049	   52018	    1947	   99.54	  100.00	   99.54	  100.00	 1274.77	2283345.76	1.0e-26
VFDB|VFG000918 periplasmic heme-binding protein ChuT [Escherichia coli CFT073]	 1370158	   26788	     993	   99.80	  100.00	   99.80	  100.00	 1393.62	1291848.01	1.0e-26
VFDB|VFG000919 Putative oxygen independent coproporphyrinogen III oxidase [Escherichia coli CFT073]	 1716555	   35982	    1338	   98.88	  100.00	   98.88	  100.00	 1335.29	1611562.40	1.0e-26
VFDB|VFG000920 putative heme-binding protein ChuX [Escherichia coli CFT073]	  646431	   13441	     495	  100.00	  100.00	  100.00	  100.00	 1311.82	607201.51	1.0e-26
VFDB|VFG000921 ChuY [Escherichia coli CFT073]	  695793	   16937	     624	   98.24	  100.00	   98.24	  100.00	 1153.98	646590.90	1.0e-26
VFDB|VFG000922 heme permease protein ChuU [Escherichia coli CFT073]	  992716	   26881	     993	   99.50	  100.00	   99.50	  100.00	 1012.65	914905.07	1.0e-26
VFDB|VFG000923 ferrienterobactin outer membrane transporter [Escherichia coli CFT073]	 2433892	   59878	    2241	   98.93	  100.00	   98.93	  100.00	 1127.60	2260008.04	1.0e-26
VFDB|VFG000924 ferrienterobactin ABC transporter periplasmic binding protein [Escherichia coli CFT073]	 1065303	   25889	     957	   98.43	  100.00	   98.43	  100.00	 1170.90	990090.65	1.0e-26
VFDB|VFG000925 ferrienterobactin ABC transporter ATPase [Escherichia coli CFT073]	  883082	   22111	     816	   99.14	  100.00	   99.14	  100.00	 1114.20	818907.40	1.0e-26
VFDB|VFG000926 ferrienterobactin ABC transporter permease [Escherichia coli CFT073]	 1105170	   27503	    1017	   97.84	  100.00	   97.84	  100.00	 1165.22	1025331.52	1.0e-26
VFDB|VFG000928 iron-enterobactin ABC transporter permease [Escherichia coli CFT073]	  923827	   26899	     993	   97.89	  100.00	   97.89	  100.00	  991.95	846174.00	1.0e-26
VFDB|VFG000929 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	 1034947	   20862	     771	   84.18	   88.07	   95.58	  113.55	 1747.52	974007.57	1.0e-26
VFDB|VFG000930 enterobactin synthase multienzyme complex component, ATP-dependent [Escherichia coli CFT073]	 4171889	  102079	    3882	   98.20	  100.00	   98.20	  100.00	 1140.10	3875403.26	1.0e-26
VFDB|VFG000931 isochorismate synthase 1 [Escherichia coli CFT073]	 1293404	   32073	    1188	   98.74	  100.00	   98.74	  100.00	 1135.22	1200288.87	1.0e-26
VFDB|VFG000932 2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	 1704671	   43332	    1611	   98.88	  100.00	   98.88	  100.00	 1094.51	1578971.53	1.0e-26
VFDB|VFG000933 isochorismatase [Escherichia coli CFT073]	  958547	   23233	     858	   99.42	  100.00	   99.42	  100.00	 1142.80	891044.70	1.0e-26
VFDB|VFG000937 L-lysine 6-monooxygenase IucD [Escherichia coli CFT073]	  471096	   36399	    1338	   93.80	   97.01	   96.69	  103.08	  384.48	372340.86	1.0e-26
