#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002165 endocarditis specific antigen [Enterococcus faecalis V583]	    4080	     841	     927	   99.46	  100.00	   99.46	  100.00	    4.48	 2130.40	1.0e-26
VFDB|VFG002166 collagen adhesin protein [Enterococcus faecalis V583]	   10292	    1836	    2025	   96.10	   98.32	   97.74	  101.71	    5.55	 5895.05	1.0e-26
VFDB|VFG002171 aggregation substance [Enterococcus faecalis V583]	   30211	    3535	    3918	   99.52	   99.72	   99.80	  100.28	    7.83	21086.73	1.0e-26
VFDB|VFG002172 aggregation substance [Enterococcus faecalis V583]	   43469	    3522	    3918	   99.06	  100.00	   99.06	  100.00	   11.59	33958.37	1.0e-26
VFDB|VFG002174 coccolysin [Enterococcus faecalis V583]	    7305	    1391	    1533	   98.89	  100.00	   98.89	  100.00	    4.95	 4021.67	1.0e-26
VFDB|VFG002175 cytolysin regulator R1 [Enterococcus faecalis str. MMH594]	     685	     259	     285	  100.00	  100.00	  100.00	  100.00	    2.40	  192.21	1.0e-26
VFDB|VFG002176 ABC-type transporter [Enterococcus faecalis str. MMH594]	    6670	    1947	    2145	   93.85	   94.03	   99.80	  106.35	    3.13	 2588.40	1.0e-26
VFDB|VFG002177 cytolysin activator [Enterococcus faecalis str. MMH594]	    8353	    1123	    1239	   99.84	  100.00	   99.84	  100.00	    6.81	 5514.29	1.0e-26
VFDB|VFG002178 cytolysin immunity protein [Enterococcus faecalis str. MMH594]	    3544	     893	     984	   97.05	   99.70	   97.35	  100.31	    3.97	 1582.71	1.0e-26
VFDB|VFG002179 Enterococcal surface protein; Esp [Enterococcus faecalis str. MMH594]	 1239942	    3372	    5622	   81.52	   88.38	   92.23	  113.14	  269.97	1229861.46	1.0e-26
VFDB|VFG002187 glycosyl transferase, group 2 family protein [Enterococcus faecalis V583]	    1722	    1333	    1467	   71.78	   71.85	   99.91	  139.18	    1.18	   49.45	1.0e-11
