#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	  679849	   16551	    1486	   83.58	   95.96	   87.10	  104.21	  689.78	631766.66	1.0e-26
CARD|AAC75136.1 mdtB [Escherichia coli str. K-12 substr. MG1655]	   16427	   35605	    3123	   99.39	  100.00	   99.39	  100.00	    5.81	 7069.06	1.0e-26
CARD|AAM09852.1 vanXD [Enterococcus faecium]	   81411	    6921	     609	   88.34	  100.00	   88.34	  100.00	  195.10	62816.29	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  372599	   17212	    1529	   88.36	  100.26	   88.13	   99.74	  391.52	324002.89	1.0e-26
CARD|AE014075.1_237159_240063 Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin [Escherichia coli CFT073]	  273784	   32818	    2904	   98.66	  100.03	   98.62	   99.97	  108.19	189380.46	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 4863908	   27895	    2926	   86.26	   96.79	   89.12	  103.32	 2292.37	4780857.58	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	  207529	   17025	    1504	   77.06	   88.50	   87.08	  113.00	  229.98	161614.76	1.0e-26
CARD|NP_414996.1 Escherichia coli acrA [Escherichia coli str. K-12 substr. MG1655]	    9304	   13606	    1194	   99.66	  100.00	   99.66	  100.00	    7.99	  807.86	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	   54209	   19631	    1725	   94.90	  100.00	   94.90	  100.00	   37.64	16191.98	1.0e-26
CARD|CDJ72759 Escherichia coli PtsI with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   14802	   19691	    1728	   99.31	  100.00	   99.31	  100.00	    9.23	  693.13	1.0e-26
CARD|AAC76539.1 mdtF [Escherichia coli str. K-12 substr. MG1655]	   19884	   35498	    3114	   97.56	   99.13	   98.41	  100.87	    6.73	 4402.49	1.0e-26
CARD|NP_415434.1 msbA [Escherichia coli str. K-12 substr. MG1655]	   10150	   19934	    1749	   99.89	  100.00	   99.89	  100.00	    6.08	 3182.11	1.0e-26
CARD|BAE78082.1 mdtP [Escherichia coli str. K-12 substr. W3110]	   10149	   16718	    1467	   98.09	  100.00	   98.09	  100.00	    7.33	 1606.26	1.0e-26
CARD|NP_414995.1 acrB [Escherichia coli str. K-12 substr. MG1655]	   20220	   35909	    3150	   98.29	   98.89	   99.39	  101.12	    7.02	 4385.48	1.0e-26
CARD|AAA24786.1 vanC [Enterococcus gallinarum]	    3307	   11761	    1032	   99.90	  100.00	   99.90	  100.00	    3.21	 4743.73	1.0e-26
CARD|NC_008596.1_5027948_5029475 Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	 1285158	   16664	    1528	   82.98	   93.98	   88.30	  106.41	 1197.58	1236018.85	1.0e-26
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	12133141	   19557	    2904	   95.97	   99.93	   96.04	  100.07	 5087.59	12074595.48	1.0e-26
CARD|CDJ73208 Escherichia coli UhpT with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   12583	   15861	    1392	   99.07	  100.00	   99.07	  100.00	    9.69	  377.95	1.0e-26
CARD|NP_359110.1 Streptococcus pneumoniae PBP2b conferring resistance to amoxicillin [Streptococcus pneumoniae R6]	    3700	   23463	    2058	   74.00	   77.84	   95.07	  128.46	    2.13	14379.87	1.0e-26
CARD|AL123456.3_1471846_1473382 Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin [Mycobacterium tuberculosis H37Rv]	  434097	   17265	    1537	   81.91	   93.30	   87.80	  107.18	  456.38	384941.55	1.0e-26
CARD|AAC75137.1 mdtC [Escherichia coli str. K-12 substr. MG1655]	   17065	   35091	    3078	   99.61	  100.00	   99.61	  100.00	    5.98	 6230.25	1.0e-26
CARD|U00096_223771_225312 Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin [Escherichia coli K-12]	  386719	   17350	    1542	   94.16	  100.06	   94.10	   99.94	  348.03	337648.70	1.0e-26
CARD|AJD73064.1 RlmA(II) [Streptococcus pneumoniae]	    1666	    9675	     849	   87.87	   95.05	   92.44	  105.20	    2.76	 5656.77	1.0e-26
CARD|AAF61331.1 vanXYC [Enterococcus gallinarum]	    1621	    6529	     573	   90.05	   90.05	  100.00	  111.05	    2.83	 2956.23	1.0e-26
CARD|AAU10334.1 aad(6) [Streptococcus oralis]	     744	    9470	     831	   70.64	   71.00	   99.49	  140.85	    0.91	 7455.74	1.0e-26
CARD|CDJ73082 Escherichia coli CyaA with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   19624	   29029	    2547	   95.88	   98.82	   97.02	  101.19	    3.41	 1818.08	1.0e-26
CARD|AAA88675.1 ErmF [Bacteroides fragilis]	   15212	    9124	     801	   99.38	  100.00	   99.38	  100.00	   19.44	 1522.71	1.0e-26
CARD|AET10445.1 tetB(46) [Streptococcus australis]	   49213	   19771	    1737	   89.98	   96.37	   93.37	  103.76	   33.16	12565.42	1.0e-26
CARD|AAN82549.1 Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin [Escherichia coli CFT073]	    7528	   14017	    1230	   98.94	   99.76	   99.19	  100.24	    6.45	 1954.57	1.0e-26
CARD|AAC76093.1 bacA [Escherichia coli str. K-12 substr. MG1655]	    7504	    9366	     822	  100.00	  100.00	  100.00	  100.00	    9.78	  205.57	1.0e-26
CARD|YP_490697.1 acrD [Escherichia coli str. K-12 substr. W3110]	   14904	   35504	    3114	   98.04	   99.17	   98.87	  100.84	    5.03	 8419.01	1.0e-26
CARD|AAG03357.1 ErmX [Corynebacterium striatum]	    2062	    8683	     762	   94.88	   99.87	   95.01	  100.13	    3.28	 4080.65	1.0e-26
CARD|AAC76296.1 acrS [Escherichia coli str. K-12 substr. MG1655]	    3922	    7554	     663	   99.10	  100.00	   99.10	  100.00	    6.10	 1150.00	1.0e-26
CARD|AFH35853.1 Escherichia coli mdfA [Escherichia coli]	    7034	   14051	    1233	   95.86	   97.40	   98.42	  102.66	    5.91	 2335.68	1.0e-26
CARD|BAE78083.1 mdtO [Escherichia coli str. K-12 substr. W3110]	   16488	   23385	    2052	   98.54	  100.00	   98.54	  100.00	    8.40	 1193.13	1.0e-26
CARD|NP_415804.1 antibiotic resistant fabI [Escherichia coli str. K-12 substr. MG1655]	    7241	    8990	     789	   99.37	  100.00	   99.37	  100.00	    9.64	  188.51	1.0e-26
CARD|AEA37904.1 lsaC [Streptococcus agalactiae]	   14715	   16852	    1479	   93.98	   99.53	   94.43	  100.48	   11.84	  144.74	1.0e-26
CARD|AAM09851.1 vanRD [Enterococcus faecium]	  169330	    7920	     699	   93.42	  100.00	   93.42	  100.00	  299.71	146983.35	1.0e-26
CARD|AAF86641.1 vanRC [Enterococcus gallinarum]	    1190	    7931	     696	   92.67	   92.96	   99.69	  107.57	    1.72	 4982.82	1.0e-26
CARD|NP_414997.1 Escherichia coli acrR with mutation conferring multidrug antibiotic resistance [Escherichia coli str. K-12 substr. MG1655]	    4304	    7383	     648	   99.85	  100.00	   99.85	  100.00	    6.84	  811.60	1.0e-26
CARD|BAE77933.1 CRP [Escherichia coli str. K-12 substr. W3110]	    5090	    7212	     633	   99.84	  100.00	   99.84	  100.00	    8.69	  366.27	1.0e-26
CARD|AAC76055.1 Escherichia coli parC conferring resistance to fluoroquinolone [Escherichia coli str. K-12 substr. MG1655]	   13798	   25748	    2259	   98.94	   99.20	   99.73	  100.80	    6.39	 3611.48	1.0e-26
CARD|AAC75291.1 Escherichia coli gyrA with mutation conferring resistance to triclosan [Escherichia coli str. K-12 substr. MG1655]	    9686	   29963	    2628	   95.97	   98.97	   96.96	  101.04	    4.06	10370.10	1.0e-26
CARD|AAN62561.1 D-Ala-D-Ala ligase [Enterococcus gallinarum]	    1964	   12035	    1056	   91.57	   91.76	   99.79	  108.98	    1.88	 7245.98	1.0e-26
CARD|NP_418574.1 Escherichia coli ampC [Escherichia coli str. K-12 substr. MG1655]	    8502	   12922	    1134	   97.53	  100.00	   97.53	  100.00	    7.96	  912.05	1.0e-26
CARD|YP_490321.1 baeR [Escherichia coli str. K-12 substr. W3110]	    3305	    8239	     723	   98.76	   98.76	  100.00	  101.26	    4.66	 2108.86	1.0e-26
CARD|CAA79727.1 tetQ [Bacteroides fragilis]	   30266	   22485	    1974	   99.39	  100.00	   99.39	  100.00	   17.02	 1147.62	1.0e-26
CARD|BAA15934.1 baeS [Escherichia coli str. K-12 substr. W3110]	    9180	   16000	    1404	   99.93	  100.00	   99.93	  100.00	    6.60	 1847.43	1.0e-26
CARD|AAB51421.1 catP [Clostridium perfringens]	    4125	    7110	     624	   80.13	   91.03	   88.03	  109.86	    9.64	  793.27	1.0e-26
CARD|NP_358469.1 pmrA [Streptococcus pneumoniae R6]	    1302	   13678	    1200	   70.50	   74.50	   94.63	  134.23	    1.29	10224.85	1.0e-26
CARD|AAA20116.1 tetA(P) [Clostridium perfringens]	    2374	   14396	    1263	   74.58	   78.31	   95.25	  127.70	    2.27	 8618.40	1.0e-26
CARD|BAB38442 Escherichia coli LamB [Escherichia coli O157:H7 str. Sakai]	   12449	   15280	    1341	   99.40	  100.00	   99.40	  100.00	    9.63	  289.12	1.0e-26
CARD|APB87301 porin OmpC [Escherichia coli]	    5818	   12581	    1104	   96.20	  101.90	   94.40	   98.13	    6.26	 2486.24	1.0e-26
CARD|AAC76298.1 acrF [Escherichia coli str. K-12 substr. MG1655]	   19733	   35396	    3105	   99.13	  100.00	   99.13	  100.00	    6.59	 4450.23	1.0e-26
CARD|AAC23556.1 APH(6)-Id [Pseudomonas aeruginosa]	    3457	    9538	     837	   99.52	   99.64	   99.88	  100.36	    4.16	 2845.97	1.0e-26
CARD|NP_417169.1 emrR [Escherichia coli str. K-12 substr. MG1655]	    3862	    6050	     531	   99.81	  100.00	   99.81	  100.00	    7.82	  483.19	1.0e-26
CARD|AAK74984.1 Streptococcus pneumoniae parC conferring resistance to fluoroquinolone [Streptococcus pneumoniae TIGR4]	   37692	   28156	    2472	   82.56	   91.02	   90.71	  109.87	   26.08	 1380.91	1.0e-26
