#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002164 aggregation substance PrgB/Asc10 [Enterococcus faecalis V583]	 1436736	   58323	    3918	   96.73	   99.36	   97.35	  100.64	  390.50	1270867.27	1.0e-26
VFDB|VFG002165 endocarditis specific antigen [Enterococcus faecalis V583]	  295575	   14053	     927	   99.89	  100.00	   99.89	  100.00	  320.92	255966.03	1.0e-26
VFDB|VFG002166 collagen adhesin protein [Enterococcus faecalis V583]	  731137	   30487	    2025	  100.00	  100.00	  100.00	  100.00	  363.33	644557.00	1.0e-26
VFDB|VFG002171 aggregation substance [Enterococcus faecalis V583]	 3549784	   56251	    3918	   98.85	  100.00	   98.85	  100.00	  951.98	3384539.07	1.0e-26
VFDB|VFG002172 aggregation substance [Enterococcus faecalis V583]	 1062619	   58689	    3918	   98.24	  100.00	   98.24	  100.00	  289.13	898836.52	1.0e-26
VFDB|VFG002173 aggregation substance Asa1 [Enterococcus faecalis V583]	 1934688	   57436	    3891	   94.58	   96.76	   97.74	  103.35	  529.37	1769003.64	1.0e-26
VFDB|VFG002174 coccolysin [Enterococcus faecalis V583]	  438613	   23189	    1533	  100.00	  100.00	  100.00	  100.00	  287.21	373703.10	1.0e-26
VFDB|VFG002175 cytolysin regulator R1 [Enterococcus faecalis str. MMH594]	  144538	    4330	     285	  100.00	  100.00	  100.00	  100.00	  508.34	132049.79	1.0e-26
VFDB|VFG002176 ABC-type transporter [Enterococcus faecalis str. MMH594]	 1182878	   32052	    2145	   99.77	  100.00	   99.77	  100.00	  556.74	1090103.16	1.0e-26
VFDB|VFG002177 cytolysin activator [Enterococcus faecalis str. MMH594]	  657962	   18672	    1239	   99.84	  100.00	   99.84	  100.00	  534.90	604005.28	1.0e-26
VFDB|VFG002178 cytolysin immunity protein [Enterococcus faecalis str. MMH594]	  465773	   14875	     984	   97.46	  100.00	   97.46	  100.00	  516.19	422986.81	1.0e-26
VFDB|VFG002179 Enterococcal surface protein; Esp [Enterococcus faecalis str. MMH594]	  473749	   85079	    5622	   81.91	   84.99	   96.38	  117.66	   97.26	270321.94	1.0e-26
VFDB|VFG002180 ABC transporter, permease protein [Enterococcus faecalis V583]	  249740	   12334	     813	  100.00	  100.00	  100.00	  100.00	  307.91	215059.43	1.0e-26
VFDB|VFG002181 ABC transporter, ATP-binding protein [Enterococcus faecalis V583]	  405176	   20340	    1344	  100.00	  100.00	  100.00	  100.00	  302.10	348043.63	1.0e-26
