#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002274 phospholipase C [Clostridium perfringens str. 13]	    2323	     738	    1197	   84.80	   85.46	   99.22	  117.01	    2.00	  819.61	1.0e-26
VFDB|VFG002276 collagenase [Clostridium perfringens str. 13]	    9562	    2041	    3315	   91.43	   93.12	   98.19	  107.39	    3.03	 4874.60	1.0e-26
VFDB|VFG002277 hyaluronidase [Clostridium perfringens str. 13]	   13084	    3006	    4887	   84.65	   85.53	   98.97	  116.91	    2.77	 6312.15	1.0e-26
VFDB|VFG002278 hyaluronidase [Clostridium perfringens str. 13]	    5259	    2402	    3894	   71.65	   72.50	   98.83	  137.94	    1.40	 1065.15	1.0e-26
VFDB|VFG002279 hyaluronidase [Clostridium perfringens str. 13]	    5974	    1853	    3006	   79.91	   80.77	   98.93	  123.81	    2.10	 2169.01	1.0e-26
VFDB|VFG002280 hyaluronidase [Clostridium perfringens str. 13]	    6159	    2153	    3492	   73.77	   74.34	   99.23	  134.51	    1.82	 1930.31	1.0e-26
VFDB|VFG002282 alpha-clostripain [Clostridium perfringens str. 13]	    3328	     971	    1575	   88.89	   91.11	   97.56	  109.76	    2.36	 1291.05	1.0e-26
VFDB|VFG002283 exo-alpha-sialidase [Clostridium perfringens str. 13]	    4635	    1286	    2085	   76.35	   77.84	   98.09	  128.47	    2.33	 1894.16	1.0e-26
VFDB|VFG002284 exo-alpha-sialidase [Clostridium perfringens str. 13]	    4653	    2173	    3522	   71.44	   73.48	   97.22	  136.09	    1.46	  900.87	1.0e-26
VFDB|VFG002189 phosphatidate cytidylyltransferase [Enterococcus faecalis V583]	    1982	     494	     801	   85.89	   86.64	   99.14	  115.42	    2.57	  893.56	1.0e-26
VFDB|VFG002190 undecaprenyl diphosphate synthase [Enterococcus faecalis V583]	    1319	     503	     816	   78.80	   79.53	   99.08	  125.73	    1.67	  364.54	1.0e-26
VFDB|VFG002196 polysaccharide lyase, family 8 [Enterococcus faecalis V583]	    6194	    2540	    4119	   70.16	   70.67	   99.28	  141.50	    1.54	 1528.37	1.0e-26
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	    2121	     372	     603	   88.06	   91.71	   96.02	  109.04	    5.37	 1226.70	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	     600	     368	     597	   72.19	   72.19	  100.00	  138.52	    1.01	   55.23	1.0e-12
VFDB|VFG000873 Type-1 fimbrial protein, A chain precursor [Escherichia coli CFT073]	    2429	     373	     606	  100.00	  100.00	  100.00	  100.00	    4.01	 1506.64	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	     839	     333	     540	   81.11	   81.30	   99.77	  123.01	    1.56	  217.98	1.0e-26
VFDB|VFG000875 Chaperone protein fimC precursor [Escherichia coli CFT073]	     687	     448	     726	   70.80	   70.80	  100.00	  141.25	    0.95	   50.15	1.0e-11
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	     688	     329	     534	   77.90	   77.90	  100.00	  128.37	    1.29	  126.08	1.0e-26
VFDB|VFG000878 FimG protein precursor [Escherichia coli CFT073]	    1422	     311	     504	   78.57	   78.57	  100.00	  127.27	    2.83	  711.98	1.0e-26
VFDB|VFG000905 Hemolysin C [Escherichia coli CFT073]	     760	     416	     675	   71.56	   72.00	   99.38	  138.89	    1.17	  100.05	1.0e-22
VFDB|VFG000907 Hemolysin B [Escherichia coli CFT073]	    2478	    1311	    2124	   73.12	   73.45	   99.55	  136.15	    1.18	  359.24	1.0e-26
VFDB|VFG000908 Hemolysin D [Escherichia coli CFT073]	    1899	     887	    1437	   71.33	   72.93	   97.81	  137.12	    1.45	  367.43	1.0e-26
VFDB|VFG000911 F1C periplasmic chaperone [Escherichia coli CFT073]	    1443	     429	     696	   70.40	   70.55	   99.80	  141.75	    2.11	  548.28	1.0e-26
VFDB|VFG000917 Outer membrane heme/hemoglobin receptor ChuA [Escherichia coli CFT073]	    3705	    1201	    1947	   76.17	   76.22	   99.93	  131.20	    1.91	 1277.59	1.0e-26
VFDB|VFG000920 putative heme-binding protein ChuX [Escherichia coli CFT073]	    2770	     305	     495	   96.77	   96.77	  100.00	  103.34	    5.60	 1975.04	1.0e-26
VFDB|VFG000921 ChuY [Escherichia coli CFT073]	    1792	     385	     624	   84.46	   84.46	  100.00	  118.41	    2.87	  909.02	1.0e-26
VFDB|VFG000922 heme permease protein ChuU [Escherichia coli CFT073]	    1321	     613	     993	   71.90	   73.31	   98.08	  136.40	    1.37	  259.06	1.0e-26
VFDB|VFG000925 ferrienterobactin ABC transporter ATPase [Escherichia coli CFT073]	    5432	     502	     816	   70.34	   73.16	   96.15	  136.68	   10.02	 4093.53	1.0e-26
VFDB|VFG000932 2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	    5340	     993	    1611	   81.94	   83.55	   98.07	  119.69	    4.36	 2983.28	1.0e-26
VFDB|VFG001443 outer membrane protein A [Escherichia coli O18:K1:H7 str. RS218]	   28127	     635	    1041	   81.56	   94.14	   86.63	  106.22	   39.66	26275.76	1.0e-26
VFDB|VFG001450 KpsM [Escherichia coli O18:K1:H7 str. RS218]	     885	     479	     777	   74.26	   78.12	   95.06	  128.01	    1.33	  120.28	1.0e-26
VFDB|VFG002412 E. coli common pilus chaperone EcpB [Escherichia coli O157:H7 str. EDL933]	    1298	     413	     669	   70.55	   76.08	   92.73	  131.43	    2.60	  457.68	1.0e-26
VFDB|VFG002414 E. coli common pilus structural subunit EcpA [Escherichia coli O157:H7 str. EDL933]	    6865	     362	     588	   89.97	  100.00	   89.97	  100.00	   17.84	 5850.95	1.0e-26
VFDB|VFG002415 E. coli common pilus usher EcpC [Escherichia coli O157:H7 str. EDL933]	   10618	    1554	    2526	   76.56	   81.87	   93.52	  122.15	    6.05	 6748.66	1.0e-26
VFDB|VFG012327 S fimbrial switch regulatory protein SfaC [Escherichia coli UTI89]	     277	     176	     285	   94.74	   95.44	   99.26	  104.78	    0.99	   22.51	2.1e-06
VFDB|VFG012329 S fimbrial switch regulatory protein SfaB [Escherichia coli UTI89]	    1266	     203	     330	   89.70	   90.30	   99.33	  110.74	    3.95	  767.76	1.0e-26
VFDB|VFG042390 regulatory protein SfaX [Escherichia coli UTI89]	    1190	     340	     552	   73.37	   74.09	   99.02	  134.96	    2.20	  471.05	1.0e-26
VFDB|VFG044159 enterobactin/ferric enterobactin esterase [Escherichia coli CFT073]	    1625	     742	    1203	   78.14	   78.47	   99.58	  127.44	    1.37	  328.72	1.0e-26
VFDB|VFG044165 enterobactin exporter, iron-regulated [Escherichia coli CFT073]	    1398	     772	    1251	   72.34	   73.46	   98.48	  136.13	    1.25	  180.27	1.0e-26
VFDB|VFG043625 fimbrial biogenesis outer membrane usher protein mrkC precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   59383	    1500	    2487	   71.37	   81.30	   87.78	  123.00	   37.50	55030.52	1.0e-26
VFDB|VFG043626 fimbrial chaperone protein mrkB precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   23761	     429	     702	   75.21	   84.33	   89.19	  118.58	   45.89	22503.02	1.0e-26
