#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002274 phospholipase C [Clostridium perfringens str. 13]	    4768	    2173	    1197	   97.49	   98.41	   99.07	  101.61	    4.16	  969.86	1.0e-26
VFDB|VFG002275 perfringolysin O [Clostridium perfringens str. 13]	    7587	    2728	    1503	   96.94	   97.94	   98.98	  102.11	    5.20	 2288.76	1.0e-26
VFDB|VFG002276 collagenase [Clostridium perfringens str. 13]	   11775	    6016	    3315	   96.77	   98.55	   98.19	  101.47	    3.79	 1863.95	1.0e-26
VFDB|VFG002277 hyaluronidase [Clostridium perfringens str. 13]	   21380	    8861	    4887	   94.58	   95.70	   98.82	  104.49	    4.59	 5182.47	1.0e-26
VFDB|VFG002278 hyaluronidase [Clostridium perfringens str. 13]	    8631	    7071	    3894	   85.64	   86.49	   99.02	  115.62	    2.30	  154.94	1.0e-26
VFDB|VFG002279 hyaluronidase [Clostridium perfringens str. 13]	    6683	    5458	    3006	   88.56	   90.09	   98.30	  111.00	    2.37	  123.40	1.0e-26
VFDB|VFG002280 hyaluronidase [Clostridium perfringens str. 13]	    9618	    6339	    3492	   91.61	   92.53	   99.01	  108.08	    2.86	  673.47	1.0e-26
VFDB|VFG002281 hyaluronidase [Clostridium perfringens str. 13]	    4418	    6147	    3384	   73.82	   74.02	   99.72	  135.09	    1.33	  283.23	1.0e-26
VFDB|VFG002282 alpha-clostripain [Clostridium perfringens str. 13]	    2316	    2860	    1575	   73.65	   75.24	   97.89	  132.91	    1.57	   57.36	1.0e-13
VFDB|VFG002283 exo-alpha-sialidase [Clostridium perfringens str. 13]	    6296	    3785	    2085	   87.24	   88.30	   98.80	  113.25	    3.18	  625.04	1.0e-26
VFDB|VFG002284 exo-alpha-sialidase [Clostridium perfringens str. 13]	   10549	    6393	    3522	   87.54	   89.61	   97.69	  111.60	    3.25	 1019.26	1.0e-26
VFDB|VFG002166 collagen adhesin protein [Enterococcus faecalis V583]	    3316	    3678	    2025	   75.85	   78.07	   97.15	  128.08	    1.78	   18.76	1.5e-05
VFDB|VFG002189 phosphatidate cytidylyltransferase [Enterococcus faecalis V583]	    1287	    1454	     801	   83.27	   84.02	   99.11	  119.02	    1.67	   10.28	1.3e-03
VFDB|VFG002190 undecaprenyl diphosphate synthase [Enterococcus faecalis V583]	    1611	    1482	     816	   97.67	   98.65	   99.01	  101.37	    2.02	    5.37	2.0e-02
