#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG043510 Enterococcus faecalis surface protein Fss3, fibrinogen binding protein [Enterococcus faecalis V583]	   57480	    1034	    3228	   76.83	   83.83	   91.65	  119.29	   22.18	54448.37	1.0e-26
VFDB|VFG043518 collagen adhesin precursor Acm [Enterococcus faecium str. TX2555]	   84119	     679	    2166	  100.00	  100.00	  100.00	  100.00	   38.88	82101.29	1.0e-26
VFDB|VFG043519 collagen adhesin protein Scm [Enterococcus faecium DO]	   81601	     623	    1983	   97.88	   97.88	  100.00	  102.16	   41.26	79749.06	1.0e-26
VFDB|VFG045632 Collagen binding MSCRAMM, EcbA [Enterococcus faecium DO]	  144037	     965	    3228	   99.23	  100.00	   99.23	  100.00	   47.95	141167.55	1.0e-26
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	    1016	     201	     603	   76.29	   79.10	   96.44	  126.42	    1.90	  544.51	1.0e-26
VFDB|VFG000876 Outer membrane usher protein fimD precursor [Escherichia coli CFT073]	    3674	     880	    2637	   72.28	   73.49	   98.35	  136.07	    1.46	 1712.86	1.0e-26
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	    1020	     178	     534	   85.77	   88.76	   96.62	  112.66	    2.16	  590.59	1.0e-26
VFDB|VFG000917 Outer membrane heme/hemoglobin receptor ChuA [Escherichia coli CFT073]	    3898	     650	    1947	   76.43	   76.73	   99.60	  130.32	    2.03	 2319.34	1.0e-26
VFDB|VFG000918 periplasmic heme-binding protein ChuT [Escherichia coli CFT073]	    1846	     332	     993	   79.05	   79.05	  100.00	  126.50	    1.86	 1052.42	1.0e-26
VFDB|VFG000922 heme permease protein ChuU [Escherichia coli CFT073]	    1402	     332	     993	   87.92	   88.22	   99.66	  113.36	    1.42	  660.08	1.0e-26
VFDB|VFG000923 ferrienterobactin outer membrane transporter [Escherichia coli CFT073]	    3547	     748	    2241	   78.31	   79.43	   98.60	  125.90	    1.70	 1823.12	1.0e-26
VFDB|VFG000924 ferrienterobactin ABC transporter periplasmic binding protein [Escherichia coli CFT073]	    2392	     319	     957	   91.95	   93.42	   98.43	  107.05	    2.64	 1583.38	1.0e-26
