#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	    1861	      85	     603	   98.18	  100.00	   98.18	  100.00	    3.28	 1618.89	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	    2671	      84	     597	   98.66	  100.00	   98.66	  100.00	    4.64	 2427.14	1.0e-26
VFDB|VFG000873 Type-1 fimbrial protein, A chain precursor [Escherichia coli CFT073]	    2159	      86	     606	   88.45	   95.87	   92.25	  104.30	    4.06	 1913.86	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	    1856	      76	     540	   98.33	  100.00	   98.33	  100.00	    3.62	 1637.86	1.0e-26
VFDB|VFG000875 Chaperone protein fimC precursor [Escherichia coli CFT073]	    3184	     102	     726	   98.48	  100.00	   98.48	  100.00	    4.61	 2887.94	1.0e-26
VFDB|VFG000876 Outer membrane usher protein fimD precursor [Escherichia coli CFT073]	   12077	     368	    2637	   97.19	   98.86	   98.31	  101.15	    4.84	11015.44	1.0e-26
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	    1942	      75	     534	   95.69	   98.50	   97.15	  101.52	    3.95	 1725.68	1.0e-26
VFDB|VFG000878 FimG protein precursor [Escherichia coli CFT073]	    1980	      71	     504	   97.82	   99.80	   98.01	  100.20	    4.17	 1775.07	1.0e-26
VFDB|VFG000881 (papB) regulatory protein PapB [Escherichia coli CFT073]	     871	      44	     315	   98.41	  100.00	   98.41	  100.00	    2.93	  745.20	1.0e-26
VFDB|VFG000902 Aecreted auto transpoter toxin [Escherichia coli CFT073]	   11291	     545	    3900	   81.23	   81.62	   99.53	  122.53	    2.95	 9754.33	1.0e-26
VFDB|VFG000904 Haemoglobin protease [Escherichia coli CFT073]	   15191	     574	    4131	   92.33	   92.62	   99.69	  107.97	    3.71	13552.31	1.0e-26
VFDB|VFG000916 heme oxygenase ChuS [Escherichia coli CFT073]	    3868	     145	    1029	   95.43	   95.92	   99.49	  104.26	    3.87	 3451.76	1.0e-26
VFDB|VFG000917 Outer membrane heme/hemoglobin receptor ChuA [Escherichia coli CFT073]	    7938	     273	    1947	   93.48	   93.73	   99.73	  106.68	    4.12	 7152.66	1.0e-26
VFDB|VFG000918 periplasmic heme-binding protein ChuT [Escherichia coli CFT073]	    5606	     140	     993	   99.70	  100.00	   99.70	  100.00	    5.70	 5198.88	1.0e-26
VFDB|VFG000919 Putative oxygen independent coproporphyrinogen III oxidase [Escherichia coli CFT073]	    7004	     188	    1338	   96.41	   97.31	   99.08	  102.76	    5.41	 6458.10	1.0e-26
VFDB|VFG000920 putative heme-binding protein ChuX [Escherichia coli CFT073]	    2340	      70	     495	  100.00	  100.00	  100.00	  100.00	    4.86	 2137.25	1.0e-26
VFDB|VFG000921 ChuY [Escherichia coli CFT073]	    1500	      88	     624	   77.56	   78.69	   98.57	  127.09	    2.47	 1253.50	1.0e-26
VFDB|VFG000922 heme permease protein ChuU [Escherichia coli CFT073]	    5167	     140	     993	   97.18	   97.58	   99.59	  102.48	    5.24	 4760.71	1.0e-26
VFDB|VFG000923 ferrienterobactin outer membrane transporter [Escherichia coli CFT073]	    8640	     314	    2241	   98.80	   99.73	   99.06	  100.27	    4.00	 7739.41	1.0e-26
VFDB|VFG000924 ferrienterobactin ABC transporter periplasmic binding protein [Escherichia coli CFT073]	    6662	     134	     957	   99.79	  100.00	   99.79	  100.00	    7.08	 6267.91	1.0e-26
VFDB|VFG000925 ferrienterobactin ABC transporter ATPase [Escherichia coli CFT073]	    4724	     115	     816	   99.39	  100.00	   99.39	  100.00	    5.97	 4388.68	1.0e-26
VFDB|VFG000926 ferrienterobactin ABC transporter permease [Escherichia coli CFT073]	    6018	     143	    1017	   99.51	  100.00	   99.51	  100.00	    6.11	 5600.70	1.0e-26
VFDB|VFG000928 iron-enterobactin ABC transporter permease [Escherichia coli CFT073]	    5023	     140	     993	   99.70	   99.90	   99.80	  100.10	    5.14	 4617.02	1.0e-26
VFDB|VFG000929 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	    5473	     108	     771	   85.08	   92.22	   92.26	  108.44	   10.95	 5154.70	1.0e-26
VFDB|VFG000930 enterobactin synthase multienzyme complex component, ATP-dependent [Escherichia coli CFT073]	   25109	     529	    3882	   97.30	   98.66	   98.62	  101.36	    6.82	23563.30	1.0e-26
VFDB|VFG000931 isochorismate synthase 1 [Escherichia coli CFT073]	    4708	     168	    1188	   97.81	   98.15	   99.66	  101.89	    4.05	 4226.90	1.0e-26
VFDB|VFG000932 2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	    8345	     226	    1611	   99.13	  100.00	   99.13	  100.00	    5.41	 7689.43	1.0e-26
VFDB|VFG000933 isochorismatase [Escherichia coli CFT073]	    4998	     121	     858	   94.99	   96.04	   98.91	  104.13	    6.09	 4645.51	1.0e-26
VFDB|VFG000938 aerobactin siderophore biosynthesis protein IucC [Escherichia coli CFT073]	    6067	     246	    1743	   82.44	   84.17	   97.96	  118.81	    3.74	 5367.17	1.0e-26
VFDB|VFG001443 outer membrane protein A [Escherichia coli O18:K1:H7 str. RS218]	    4104	     147	    1041	   99.52	  100.00	   99.52	  100.00	    4.12	 3682.11	1.0e-26
VFDB|VFG001444 putative arylsulfatase [Escherichia coli O18:K1:H7 str. RS218]	    5074	     201	    1428	   96.08	   97.62	   98.42	  102.44	    3.78	 4499.11	1.0e-26
