#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG043518 collagen adhesin precursor Acm [Enterococcus faecium str. TX2555]	    6648	     726	    2166	   90.63	   91.64	   98.89	  109.12	    3.23	 4755.72	1.0e-26
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	    3589	     202	     603	   98.18	  100.00	   98.18	  100.00	    6.37	 3024.71	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	    3875	     200	     597	   99.33	  100.00	   99.33	  100.00	    6.68	 3313.06	1.0e-26
VFDB|VFG000873 Type-1 fimbrial protein, A chain precursor [Escherichia coli CFT073]	    3552	     203	     606	   90.10	   98.35	   91.61	  101.68	    7.44	 2985.52	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	    2308	     181	     540	   83.70	   85.00	   98.47	  117.65	    4.41	 1816.35	1.0e-26
VFDB|VFG000875 Chaperone protein fimC precursor [Escherichia coli CFT073]	    3232	     243	     726	   97.38	   98.90	   98.47	  101.11	    4.67	 2568.75	1.0e-26
VFDB|VFG000876 Outer membrane usher protein fimD precursor [Escherichia coli CFT073]	   17778	     876	    2637	   98.33	   99.54	   98.78	  100.46	    7.06	15312.61	1.0e-26
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	    2757	     179	     534	   97.38	  100.00	   97.38	  100.00	    5.62	 2262.51	1.0e-26
VFDB|VFG000878 FimG protein precursor [Escherichia coli CFT073]	    2617	     169	     504	   97.82	  100.00	   97.82	  100.00	    5.53	 2150.02	1.0e-26
VFDB|VFG000879 FimH protein precursor [Escherichia coli CFT073]	    6005	     305	     912	   97.15	  100.00	   97.15	  100.00	    7.15	 5146.95	1.0e-26
VFDB|VFG000923 ferrienterobactin outer membrane transporter [Escherichia coli CFT073]	   12463	     747	    2241	   97.14	  100.00	   97.14	  100.00	    6.30	10388.45	1.0e-26
VFDB|VFG000924 ferrienterobactin ABC transporter periplasmic binding protein [Escherichia coli CFT073]	    7307	     320	     957	   97.39	  100.00	   97.39	  100.00	    8.29	 6399.23	1.0e-26
VFDB|VFG000925 ferrienterobactin ABC transporter ATPase [Escherichia coli CFT073]	    4690	     273	     816	   97.30	  100.00	   97.30	  100.00	    6.18	 3928.89	1.0e-26
VFDB|VFG000926 ferrienterobactin ABC transporter permease [Escherichia coli CFT073]	    4193	     341	    1017	   94.59	   98.82	   95.72	  101.19	    4.73	 3271.51	1.0e-26
VFDB|VFG000928 iron-enterobactin ABC transporter permease [Escherichia coli CFT073]	    4925	     333	     993	   94.46	  100.00	   94.46	  100.00	    5.80	 4009.85	1.0e-26
VFDB|VFG000929 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	    9310	     257	     771	   94.55	  100.00	   94.55	  100.00	   17.94	 8564.24	1.0e-26
VFDB|VFG000930 enterobactin synthase multienzyme complex component, ATP-dependent [Escherichia coli CFT073]	   21515	    1287	    3882	   93.10	   97.45	   95.53	  102.62	    6.36	17943.44	1.0e-26
VFDB|VFG000931 isochorismate synthase 1 [Escherichia coli CFT073]	    5254	     398	    1188	   92.85	   95.45	   97.27	  104.76	    4.84	 4170.74	1.0e-26
VFDB|VFG000932 2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	    7278	     539	    1611	   93.67	   98.70	   94.91	  101.32	    5.35	 5807.91	1.0e-26
VFDB|VFG000933 isochorismatase [Escherichia coli CFT073]	    4899	     287	     858	   97.90	  100.00	   97.90	  100.00	    6.35	 4099.22	1.0e-26
VFDB|VFG001443 outer membrane protein A [Escherichia coli O18:K1:H7 str. RS218]	    8546	     348	    1041	   92.89	  101.25	   91.75	   98.77	   10.73	 7555.47	1.0e-26
VFDB|VFG002412 E. coli common pilus chaperone EcpB [Escherichia coli O157:H7 str. EDL933]	    5278	     224	     669	   89.54	   96.71	   92.58	  103.40	   10.56	 4641.39	1.0e-26
VFDB|VFG002413 regulator protein EcpR [Escherichia coli O157:H7 str. EDL933]	    6245	     198	     591	   92.72	  100.00	   92.72	  100.00	   13.57	 5675.07	1.0e-26
VFDB|VFG002414 E. coli common pilus structural subunit EcpA [Escherichia coli O157:H7 str. EDL933]	    8534	     196	     588	   95.58	  100.00	   95.58	  100.00	   16.82	 7961.47	1.0e-26
VFDB|VFG002415 E. coli common pilus usher EcpC [Escherichia coli O157:H7 str. EDL933]	   22349	     836	    2526	   93.51	  100.00	   93.51	  100.00	   11.08	19959.08	1.0e-26
VFDB|VFG002416 polymerized tip adhesin of ECP fibers [Escherichia coli O157:H7 str. EDL933]	   19163	     545	    1644	   94.59	  100.06	   94.53	   99.94	   14.22	17585.83	1.0e-26
VFDB|VFG002417 E. coli common pilus chaperone EcpE [Escherichia coli O157:H7 str. EDL933]	    6172	     253	     756	   91.93	  100.00	   91.93	  100.00	   10.92	 5451.70	1.0e-26
VFDB|VFG034754 Type III secretion system effector espL1 [Escherichia coli O157:H7 str. EDL933]	    7870	     635	    1899	   98.58	  100.00	   98.58	  100.00	    4.34	 6152.32	1.0e-26
VFDB|VFG034772 Type III secretion system effector EspL4 [Escherichia coli O157:H7 str. EDL933]	    8189	     732	    2187	   70.05	   72.34	   96.84	  138.24	    4.10	 6232.58	1.0e-26
VFDB|VFG034815 Type III secretion system effector espR1 [Escherichia coli O157:H7 str. EDL933]	    3320	     423	    1260	   77.54	   83.65	   92.69	  119.54	    3.21	 2241.51	1.0e-26
VFDB|VFG034849 Type III secretion system effector EspX1 [Escherichia coli O157:H7 str. EDL933]	    9146	     475	    1422	   94.23	   99.72	   94.50	  100.28	    7.47	 7812.96	1.0e-26
VFDB|VFG034866 Type III secretion system effector EspX4 [Escherichia coli O157:H7 str. EDL933]	   11252	     528	    1581	   93.11	  100.00	   93.11	  100.00	    8.73	 9762.44	1.0e-26
VFDB|VFG034873 Type III secretion system effector EspX5 [Escherichia coli O157:H7 str. EDL933]	    7561	     433	    1293	   95.44	  100.00	   95.44	  100.00	    6.88	 6355.69	1.0e-26
VFDB|VFG044159 enterobactin/ferric enterobactin esterase [Escherichia coli CFT073]	    8532	     402	    1203	   96.01	   99.58	   96.41	  100.42	    7.75	 7396.75	1.0e-26
VFDB|VFG044165 enterobactin exporter, iron-regulated [Escherichia coli CFT073]	    4577	     419	    1251	   93.37	   97.52	   95.74	  102.54	    4.12	 3458.41	1.0e-26
VFDB|VFG045349 adhesin FdeC [Escherichia coli O45:K1:H7 str. S88]	   23774	    1407	    4251	   89.91	   94.78	   94.86	  105.51	    6.58	19866.08	1.0e-26
VFDB|VFG043623 type 3 fimbrial minor pilin subunit MrkF [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    6587	     213	     636	   91.98	  100.00	   91.98	  100.00	   13.64	 5974.34	1.0e-26
VFDB|VFG043624 fimbrial adhesin protein precursor MrkD [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    7710	     333	     996	   91.87	  100.00	   91.87	  100.00	    9.53	 6764.77	1.0e-26
VFDB|VFG043625 fimbrial biogenesis outer membrane usher protein mrkC precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   28956	     819	    2487	   94.81	  100.08	   94.74	   99.92	   13.55	26586.66	1.0e-26
VFDB|VFG043626 fimbrial chaperone protein mrkB precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   11733	     234	     702	   97.15	  100.00	   97.15	  100.00	   18.44	11048.32	1.0e-26
VFDB|VFG043627 type 3 fimbrial major pilin subunit MrkA [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    7709	     203	     609	   95.89	  100.00	   95.89	  100.00	   14.11	 7118.30	1.0e-26
VFDB|VFG044324 yersiniabactin-associated zinc MFS transporter YbtX [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    6845	     470	    1404	   92.52	   93.02	   99.46	  107.50	    4.98	 5554.57	1.0e-26
VFDB|VFG048229 tyrosine recombinase [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    4744	     203	     606	   91.09	  100.00	   91.09	  100.00	   10.15	 4167.38	1.0e-26
VFDB|VFG048237 tyrosine recombinase [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    1765	     204	     609	   71.59	   79.97	   89.53	  125.05	    3.98	 1235.74	1.0e-26
VFDB|VFG048247 type 1 major fimbrial subunit precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    3452	     184	     549	   91.07	  100.00	   91.07	  100.00	    8.48	 2936.20	1.0e-26
VFDB|VFG048257 type 1 pilus biosynthesis fimbrial protein [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    6212	     213	     636	   90.88	   99.53	   91.31	  100.47	   12.73	 5600.73	1.0e-26
VFDB|VFG048267 periplasmic chaperone [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    6169	     243	     726	   94.49	  100.00	   94.49	  100.00	    9.94	 5475.84	1.0e-26
VFDB|VFG048277 outer membrane usher protein  [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   31620	     870	    2646	   92.93	   98.00	   94.83	  102.04	   13.98	29101.60	1.0e-26
VFDB|VFG048287 type 1 fimbrial minor component [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    5117	     178	     531	   93.97	  100.00	   93.97	  100.00	   12.13	 4606.57	1.0e-26
VFDB|VFG048297 type 1 fimbrial minor component [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    5530	     168	     501	   96.61	  100.00	   96.61	  100.00	   12.40	 5045.77	1.0e-26
VFDB|VFG048307 type 1 fimbrial adhesin precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    9677	     303	     909	   95.16	  100.00	   95.16	  100.00	   12.62	 8802.23	1.0e-26
VFDB|VFG048317 transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   10244	     415	    1242	   92.35	  100.00	   92.35	  100.00	   10.67	 9063.28	1.0e-26
VFDB|VFG048327 transcriptional activator [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    7001	     238	     711	   93.39	  100.00	   93.39	  100.00	   11.78	 6317.77	1.0e-26
VFDB|VFG048338 LuxR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    2490	     196	     585	   80.17	   88.03	   91.07	  113.59	    5.55	 1957.66	1.0e-26
VFDB|VFG048348 phosphodiesterase [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    2128	     241	     717	   73.78	   84.52	   87.29	  118.32	    4.05	 1502.90	1.0e-26
VFDB|VFG048409 2,3-dihydroxybenzoate-2,3-dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    8387	     263	     786	   91.73	   99.36	   92.32	  100.64	   13.53	 7629.85	1.0e-26
VFDB|VFG048419 2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroismatase [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   11452	     284	     852	   96.24	  100.00	   96.24	  100.00	   15.33	10626.11	1.0e-26
VFDB|VFG048429 enterobactin synthase subunit E [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   17916	     534	    1608	   96.89	  100.00	   96.89	  100.00	   12.31	16374.64	1.0e-26
VFDB|VFG048439 isochorismate synthase [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    9581	     397	    1188	   92.76	   98.82	   93.87	  101.19	    9.63	 8452.45	1.0e-26
VFDB|VFG048449 iron-enterobactin transporter periplasmic binding protein [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   15390	     319	     960	   96.77	  100.00	   96.77	  100.00	   17.64	14457.17	1.0e-26
VFDB|VFG048459 enterobactin exporter EntS [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   15149	     413	    1242	   97.91	  100.00	   97.91	  100.00	   13.19	13952.15	1.0e-26
VFDB|VFG048468 iron-enterobactin transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   11386	     336	    1008	   97.42	  100.00	   97.42	  100.00	   12.35	10414.83	1.0e-26
VFDB|VFG048478 iron-enterobactin transporter permease [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   11336	     331	     993	   98.19	  100.00	   98.19	  100.00	   12.22	10378.87	1.0e-26
