#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	   63786	   32594	    1486	   87.82	   98.32	   89.32	  101.71	   61.13	10094.26	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  271027	   33416	    1529	   88.42	   98.43	   89.83	  101.59	  266.45	185448.88	1.0e-26
CARD|BAG75524.1 efmA [Enterococcus faecium]	 1296948	   27616	    1287	  100.00	  100.00	  100.00	  100.00	 1011.87	1216400.53	1.0e-26
CARD|AAA65958.1 vanYA [Enterococcus faecium]	 3017272	   18963	     912	  100.00	  100.00	  100.00	  100.00	 3323.94	2960855.18	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 4099079	   59669	    2926	   84.21	   93.23	   90.32	  107.26	 1867.21	3923494.60	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	   91089	   32974	    1504	   89.10	   99.67	   89.39	  100.33	   81.51	27222.87	1.0e-26
CARD|AAA65956.1 vanA [Enterococcus faecium]	 3272660	   21358	    1032	   99.90	  100.00	   99.90	  100.00	 3194.70	3209139.02	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	   36683	   37858	    1725	   95.07	  100.00	   95.07	  100.00	   24.86	   18.54	1.7e-05
CARD|AAA65959.1 vanZA [Enterococcus faecium]	 1404905	   10405	     486	  100.00	  100.00	  100.00	  100.00	 2903.56	1373994.92	1.0e-26
CARD|NC_008596.1_5027948_5029475 Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  504853	   33257	    1528	   84.95	   95.75	   88.72	  104.44	  463.09	413303.08	1.0e-26
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	 6231279	   56836	    2904	   91.63	  100.03	   91.60	   99.97	 2746.84	6062825.06	1.0e-26
