#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002165 endocarditis specific antigen [Enterococcus faecalis V583]	    5651	    1893	     927	   99.46	  100.00	   99.46	  100.00	    6.19	 1870.95	1.0e-26
VFDB|VFG002166 collagen adhesin protein [Enterococcus faecalis V583]	    9435	    4136	    2025	   96.40	   98.32	   98.04	  101.71	    5.03	 2068.79	1.0e-26
VFDB|VFG002171 aggregation substance [Enterococcus faecalis V583]	   29799	    7986	    3918	   99.59	   99.95	   99.64	  100.05	    7.87	12591.29	1.0e-26
VFDB|VFG002172 aggregation substance [Enterococcus faecalis V583]	   45075	    7971	    3918	   98.75	  100.20	   98.55	   99.80	   12.13	25951.52	1.0e-26
VFDB|VFG002174 coccolysin [Enterococcus faecalis V583]	    7249	    3131	    1533	   98.89	  100.00	   98.89	  100.00	    4.92	 1632.97	1.0e-26
VFDB|VFG002175 cytolysin regulator R1 [Enterococcus faecalis str. MMH594]	     851	     582	     285	   99.65	  100.00	   99.65	  100.00	    3.01	   50.29	1.0e-11
VFDB|VFG002176 ABC-type transporter [Enterococcus faecalis str. MMH594]	    8357	    4382	    2145	   98.74	   98.97	   99.76	  101.04	    3.93	 1240.25	1.0e-26
VFDB|VFG002177 cytolysin activator [Enterococcus faecalis str. MMH594]	    5553	    2531	    1239	   97.74	   97.90	   99.84	  102.14	    4.51	 1129.25	1.0e-26
VFDB|VFG002178 cytolysin immunity protein [Enterococcus faecalis str. MMH594]	    3012	    2010	     984	   97.46	  100.00	   97.46	  100.00	    3.39	  199.49	1.0e-26
VFDB|VFG002179 Enterococcal surface protein; Esp [Enterococcus faecalis str. MMH594]	   34572	   11458	    5622	   86.98	   87.16	   99.80	  114.73	    6.36	11606.01	1.0e-26
VFDB|VFG002185 CpsF protein [Enterococcus faecalis V583]	     739	    1741	     852	   76.88	   77.11	   99.70	  129.68	    0.88	  405.26	1.0e-26
VFDB|VFG002187 glycosyl transferase, group 2 family protein [Enterococcus faecalis V583]	    2314	    2998	    1467	   86.09	   86.09	  100.00	  116.15	    1.58	   88.25	1.0e-20
VFDB|VFG002188 teichoic acid biosynthesis protein, putative [Enterococcus faecalis V583]	    1370	    2391	    1170	   85.47	   85.47	  100.00	  117.00	    1.17	  277.50	1.0e-26
VFDB|VFG002189 phosphatidate cytidylyltransferase [Enterococcus faecalis V583]	    4371	    1636	     801	   99.13	   99.88	   99.25	  100.12	    5.61	 1244.53	1.0e-26
