#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002274 phospholipase C [Clostridium perfringens str. 13]	    3604	    1393	    1197	   93.82	   94.49	   99.29	  105.84	    3.10	  978.05	1.0e-26
VFDB|VFG002275 perfringolysin O [Clostridium perfringens str. 13]	    2461	    1749	    1503	   79.71	   80.31	   99.25	  124.52	    1.68	  120.07	1.0e-26
VFDB|VFG002276 collagenase [Clostridium perfringens str. 13]	    8206	    3856	    3315	   91.58	   92.52	   98.99	  108.09	    2.59	 1568.21	1.0e-26
VFDB|VFG002277 hyaluronidase [Clostridium perfringens str. 13]	   13081	    5681	    4887	   90.98	   92.14	   98.73	  108.53	    2.83	 2917.92	1.0e-26
VFDB|VFG002279 hyaluronidase [Clostridium perfringens str. 13]	    4942	    3499	    3006	   73.02	   73.22	   99.73	  136.57	    1.69	  246.55	1.0e-26
VFDB|VFG002280 hyaluronidase [Clostridium perfringens str. 13]	    6574	    4064	    3492	   78.24	   78.72	   99.38	  127.03	    1.95	  592.13	1.0e-26
VFDB|VFG002281 hyaluronidase [Clostridium perfringens str. 13]	    5330	    3939	    3384	   70.42	   70.63	   99.71	  141.59	    1.60	  208.61	1.0e-26
VFDB|VFG002282 alpha-clostripain [Clostridium perfringens str. 13]	    2575	    1833	    1575	   92.76	   94.16	   98.52	  106.20	    1.71	  124.62	1.0e-26
VFDB|VFG002283 exo-alpha-sialidase [Clostridium perfringens str. 13]	    7145	    2425	    2085	   95.35	   96.21	   99.10	  103.94	    3.56	 2327.34	1.0e-26
VFDB|VFG002284 exo-alpha-sialidase [Clostridium perfringens str. 13]	    9720	    4096	    3522	   89.72	   91.37	   98.20	  109.45	    2.93	 2288.98	1.0e-26
VFDB|VFG002285 sialidase [Clostridium perfringens ATCC 13124]	    1838	    1337	    1149	   74.76	   77.37	   96.63	  129.25	    1.81	   78.77	1.0e-18
VFDB|VFG002287 toxin A [Clostridium difficile 630]	   68884	    9349	    8133	   99.16	   99.20	   99.96	  100.81	    8.53	45304.41	1.0e-26
VFDB|VFG002288 toxin B [Clostridium difficile 630]	   61547	    8174	    7101	   99.96	  100.00	   99.96	  100.00	    8.71	40857.69	1.0e-26
VFDB|VFG002164 aggregation substance PrgB/Asc10 [Enterococcus faecalis V583]	   57057	    4510	    3918	   72.41	   75.42	   96.01	  132.59	   15.88	44846.10	1.0e-26
VFDB|VFG002165 endocarditis specific antigen [Enterococcus faecalis V583]	   16857	    1075	     927	   99.46	  100.00	   99.46	  100.00	   18.62	13887.70	1.0e-26
VFDB|VFG002166 collagen adhesin protein [Enterococcus faecalis V583]	   41480	    2338	    2025	   96.49	   99.06	   97.41	  100.95	   22.26	34964.31	1.0e-26
VFDB|VFG002171 aggregation substance [Enterococcus faecalis V583]	  120444	    4448	    3918	   99.92	  100.00	   99.92	  100.00	   31.25	107731.37	1.0e-26
VFDB|VFG002172 aggregation substance [Enterococcus faecalis V583]	  172295	    4398	    3918	   99.08	  100.00	   99.08	  100.00	   45.69	159538.86	1.0e-26
VFDB|VFG002174 coccolysin [Enterococcus faecalis V583]	   31684	    1773	    1533	   98.89	  100.00	   98.89	  100.00	   21.39	26739.04	1.0e-26
VFDB|VFG002175 cytolysin regulator R1 [Enterococcus faecalis str. MMH594]	    6140	     331	     285	  100.00	  100.00	  100.00	  100.00	   21.60	 5213.52	1.0e-26
VFDB|VFG002176 ABC-type transporter [Enterococcus faecalis str. MMH594]	   54708	    2469	    2145	   99.81	  100.00	   99.81	  100.00	   25.77	47725.31	1.0e-26
VFDB|VFG002177 cytolysin activator [Enterococcus faecalis str. MMH594]	   29053	    1434	    1239	   99.84	  100.00	   99.84	  100.00	   23.64	25020.17	1.0e-26
VFDB|VFG002178 cytolysin immunity protein [Enterococcus faecalis str. MMH594]	   21539	    1140	     984	   97.46	  100.00	   97.46	  100.00	   23.91	18346.04	1.0e-26
VFDB|VFG002179 Enterococcal surface protein; Esp [Enterococcus faecalis str. MMH594]	  167025	    6320	    5622	   88.65	   88.71	   99.94	  112.73	   30.70	148984.30	1.0e-26
VFDB|VFG002189 phosphatidate cytidylyltransferase [Enterococcus faecalis V583]	   18983	     929	     801	   99.25	  100.00	   99.25	  100.00	   24.54	16369.01	1.0e-26
VFDB|VFG002190 undecaprenyl diphosphate synthase [Enterococcus faecalis V583]	   16183	     947	     816	   99.14	  100.00	   99.14	  100.00	   20.45	13551.13	1.0e-26
VFDB|VFG002191 serine proteinase, V8 family [Enterococcus faecalis V583]	   17526	     992	     855	   98.36	  100.00	   98.36	  100.00	   21.51	14762.31	1.0e-26
VFDB|VFG002192 histidine kinase, putative [Enterococcus faecalis V583]	   21537	    1558	    1344	   81.70	   83.78	   97.51	  119.36	   16.60	17282.54	1.0e-26
VFDB|VFG002196 polysaccharide lyase, family 8 [Enterococcus faecalis V583]	  110451	    4687	    4119	   98.86	   99.93	   98.93	  100.07	   28.03	97151.56	1.0e-26
VFDB|VFG002197 sugar-binding transcriptional regulator, LacI family [Enterococcus faecalis V583]	   21946	    1172	    1011	   98.81	  100.00	   98.81	  100.00	   22.56	18667.55	1.0e-26
VFDB|VFG042976 endocarditis and biofilm-associated pilus tip protein EbpA [Enterococcus faecalis V583]	   73023	    3799	    3312	   99.52	  100.00	   99.52	  100.00	   22.52	62376.27	1.0e-26
VFDB|VFG042977 endocarditis and biofilm-associated pilus minor subunit EbpB [Enterococcus faecalis V583]	   31827	    1655	    1431	   99.37	  100.00	   99.37	  100.00	   22.75	27187.70	1.0e-26
VFDB|VFG042978 endocarditis and biofilm-associated pilus major subunit EbpC [Enterococcus faecalis V583]	   41306	    2168	    1878	   99.68	  100.32	   99.36	   99.68	   22.52	35233.09	1.0e-26
VFDB|VFG042979 sortase [Enterococcus faecalis V583]	   18789	     991	     855	   98.83	  100.35	   98.48	   99.65	   23.15	16012.44	1.0e-26
VFDB|VFG043508 Enterococcus faecalis surface protein Fss1, fibrinogen binding protein [Enterococcus faecalis V583]	  145087	    6738	    5964	   99.09	  100.00	   99.09	  100.00	   25.15	126067.22	1.0e-26
VFDB|VFG043509 Enterococcus faecalis surface protein Fss2, fibrinogen binding protein [Enterococcus faecalis V583]	   99894	    5654	    4956	   96.81	   98.69	   98.10	  101.33	   21.32	84142.39	1.0e-26
VFDB|VFG043510 Enterococcus faecalis surface protein Fss3, fibrinogen binding protein [Enterococcus faecalis V583]	  292077	    3526	    3228	   92.75	  100.00	   92.75	  100.00	  120.70	281666.91	1.0e-26
VFDB|VFG043511 cell wall anchored protein SgrA [Enterococcus faecium DO]	    6383	    1134	     975	   77.85	   79.18	   98.32	  126.30	    6.77	 3665.12	1.0e-26
VFDB|VFG043518 collagen adhesin precursor Acm [Enterococcus faecium str. TX2555]	   20906	    2512	    2166	   99.95	  100.00	   99.95	  100.00	    9.99	14447.14	1.0e-26
VFDB|VFG043519 collagen adhesin protein Scm [Enterococcus faecium DO]	   14245	    2303	    1983	   93.75	   93.95	   99.79	  106.44	    7.29	 8617.55	1.0e-26
VFDB|VFG045470 cytolysin regulator R2 [Enterococcus faecalis str. MMH594]	    6217	     233	     201	  100.00	  100.00	  100.00	  100.00	   31.05	 5549.60	1.0e-26
VFDB|VFG045472 CylL; cytolysin subunit [Enterococcus faecalis str. MMH594]	    4157	     240	     207	  100.00	  100.00	  100.00	  100.00	   20.34	 3487.22	1.0e-26
VFDB|VFG045473 CylS; cytolysin subunit [Enterococcus faecalis str. MMH594]	    3813	     223	     192	  100.00	  100.00	  100.00	  100.00	   19.91	 3192.24	1.0e-26
