#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	  263253	    8705	    1486	   84.86	   95.83	   88.55	  104.35	  250.18	238252.05	1.0e-26
CARD|AAC75136.1 mdtB [Escherichia coli str. K-12 substr. MG1655]	   74180	   18533	    3123	   96.00	  100.00	   96.00	  100.00	   26.85	33398.39	1.0e-26
CARD|CAE51638.1 APH(3')-Ia [Serratia marcescens]	   24144	    4854	     816	   99.26	  100.00	   99.26	  100.00	   30.28	12831.94	1.0e-26
CARD|U00096_4166659_4168200 Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to paromomycin [Escherichia coli K-12]	  625106	    8818	    1542	   97.80	  100.00	   97.80	  100.00	  466.99	599140.65	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  110285	    9047	    1529	   90.91	  100.07	   90.85	   99.93	  108.15	85886.97	1.0e-26
CARD|BAG75524.1 efmA [Enterococcus faecium]	    2713	    7667	    1287	   92.23	   92.70	   99.50	  107.88	    2.14	 2365.00	1.0e-26
CARD|AE014075.1_237159_240063 Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin [Escherichia coli CFT073]	  725895	   16503	    2904	   99.14	  100.03	   99.10	   99.97	  261.90	677850.66	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 1608608	   15634	    2926	   93.20	  100.07	   93.14	   99.93	  730.04	1562306.17	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	   66998	    8924	    1504	   81.05	   92.02	   88.08	  108.67	   71.73	44421.17	1.0e-26
CARD|YP_039997.1 Staphylococcus aureus rpoC conferring resistance to daptomycin [Staphylococcus aureus subsp. aureus MRSA252]	   13998	   21595	    3624	   84.80	   87.17	   97.28	  114.72	    5.06	 1621.61	1.0e-26
CARD|NP_414996.1 Escherichia coli acrA [Escherichia coli str. K-12 substr. MG1655]	   34862	    7098	    1194	   99.16	  100.00	   99.16	  100.00	   30.14	18369.49	1.0e-26
CARD|CAA52904.1 catS [Streptococcus pyogenes]	    8753	    2929	     492	   98.37	  100.00	   98.37	  100.00	   18.82	 2903.19	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	  159252	   10175	    1725	   95.25	  100.00	   95.25	  100.00	  106.11	131170.62	1.0e-26
CARD|YP_001440920.1 mepR [Staphylococcus aureus subsp. aureus Mu3]	    1681	    2501	     420	   99.29	   99.52	   99.76	  100.48	    4.05	  161.02	1.0e-26
CARD|CDJ72759 Escherichia coli PtsI with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   53954	   10262	    1728	   99.54	  100.00	   99.54	  100.00	   31.77	29725.85	1.0e-26
CARD|AAC76539.1 mdtF [Escherichia coli str. K-12 substr. MG1655]	  105139	   18443	    3114	   97.30	  100.00	   97.30	  100.00	   36.60	60819.03	1.0e-26
CARD|NP_415434.1 msbA [Escherichia coli str. K-12 substr. MG1655]	   53847	   10387	    1749	   98.06	  100.00	   98.06	  100.00	   32.62	29402.97	1.0e-26
CARD|BAE78082.1 mdtP [Escherichia coli str. K-12 substr. W3110]	   50262	    8714	    1467	   97.68	  100.00	   97.68	  100.00	   37.00	29270.04	1.0e-26
CARD|NP_414995.1 acrB [Escherichia coli str. K-12 substr. MG1655]	  100164	   18662	    3150	   98.79	  100.00	   98.79	  100.00	   33.08	55900.30	1.0e-26
CARD|NC_008596.1_5027948_5029475 Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  434013	    8850	    1528	   80.17	   89.01	   90.07	  112.35	  383.58	408167.72	1.0e-26
CARD|CAC41371.2 tet32 [Clostridiaceae bacterium K10]	   67784	   11393	    1920	   70.89	   73.44	   96.52	  136.17	   38.04	40160.66	1.0e-26
CARD|CAG39357 Staphylococcus aureus GlpT with mutation conferring resistance to fosfomycin [Staphylococcus aureus subsp. aureus MRSA252]	    4761	    8095	    1359	   96.98	   97.20	   99.77	  102.88	    3.55	  865.07	1.0e-26
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	 2798377	   14186	    2904	   95.42	   99.97	   95.45	  100.03	 1201.39	2756103.67	1.0e-26
CARD|CDJ73208 Escherichia coli UhpT with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   48493	    8269	    1392	   97.63	  100.00	   97.63	  100.00	   37.38	28503.95	1.0e-26
CARD|NP_359110.1 Streptococcus pneumoniae PBP2b conferring resistance to amoxicillin [Streptococcus pneumoniae R6]	   10955	   12258	    2058	   77.41	   83.48	   92.72	  119.79	    6.49	   73.20	1.0e-16
CARD|AL123456.3_1471846_1473382 Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin [Mycobacterium tuberculosis H37Rv]	  170793	    9058	    1537	   79.31	   88.94	   89.17	  112.44	  172.47	145441.67	1.0e-26
CARD|AAC75137.1 mdtC [Escherichia coli str. K-12 substr. MG1655]	   62351	   18280	    3078	   94.48	  100.00	   94.48	  100.00	   23.78	24087.47	1.0e-26
CARD|AAY32951.1 lnuC [Streptococcus agalactiae]	    3040	    2948	     495	   99.19	  100.00	   99.19	  100.00	    6.31	    1.41	2.4e-01
CARD|AGV10830.1 APH(3')-IIIa [Campylobacter coli CVM N29710]	   53614	    4720	     795	  100.00	  100.00	  100.00	  100.00	   67.94	40981.41	1.0e-26
CARD|AJD73064.1 RlmA(II) [Streptococcus pneumoniae]	    5587	    5056	     849	   89.05	  100.12	   88.94	   99.88	    9.34	   26.44	2.7e-07
CARD|AAU10334.1 aad(6) [Streptococcus oralis]	   14213	    4946	     831	   99.16	   99.76	   99.40	  100.24	   18.72	 4481.74	1.0e-26
CARD|CDJ73082 Escherichia coli CyaA with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   83013	   15103	    2547	   96.82	  100.00	   96.82	  100.00	   13.88	47002.30	1.0e-26
CARD|AAA88675.1 ErmF [Bacteroides fragilis]	   28706	    4763	     801	   99.38	  100.00	   99.38	  100.00	   37.14	17127.51	1.0e-26
CARD|AET10445.1 tetB(46) [Streptococcus australis]	  135953	   10261	    1737	   85.55	   90.90	   94.11	  110.01	   89.82	108048.77	1.0e-26
CARD|WP_001089072.1 tet(A) [Proteobacteria]	   62755	    7157	    1206	   99.92	  100.00	   99.92	  100.00	   52.43	44214.27	1.0e-26
CARD|AAN82549.1 Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin [Escherichia coli CFT073]	   74664	    7294	    1230	   99.92	  100.00	   99.92	  100.00	   62.20	55378.45	1.0e-26
CARD|AAS13767.1 Mrx [Aeromonas hydrophila]	    8951	    7378	    1239	  100.00	  100.00	  100.00	  100.00	    7.27	  151.37	1.0e-26
CARD|AAC76093.1 bacA [Escherichia coli str. K-12 substr. MG1655]	   27047	    4888	     822	  100.00	  100.00	  100.00	  100.00	   33.74	15374.05	1.0e-26
CARD|YP_490697.1 acrD [Escherichia coli str. K-12 substr. W3110]	   88353	   18463	    3114	   98.52	  100.00	   98.52	  100.00	   29.79	45728.55	1.0e-26
CARD|AAG03357.1 ErmX [Corynebacterium striatum]	    7861	    4537	     762	  100.00	  100.00	  100.00	  100.00	   10.38	  890.87	1.0e-26
CARD|AAC76296.1 acrS [Escherichia coli str. K-12 substr. MG1655]	   26241	    3943	     663	   98.34	  100.00	   98.34	  100.00	   41.70	16472.00	1.0e-26
CARD|AFH35853.1 Escherichia coli mdfA [Escherichia coli]	   32510	    7331	    1233	   96.51	  100.00	   96.51	  100.00	   29.64	15911.39	1.0e-26
CARD|CUX99269.1 Enterococcus faecium liaF mutant conferring daptomycin resistance [Enterococcus faecium]	     892	    4360	     732	   78.01	   83.06	   93.91	  120.39	    1.44	 2290.69	1.0e-26
CARD|BAE78083.1 mdtO [Escherichia coli str. K-12 substr. W3110]	   69459	   12176	    2052	   97.08	  100.00	   97.08	  100.00	   37.37	40194.20	1.0e-26
