#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002175 cytolysin regulator R1 [Enterococcus faecalis str. MMH594]	     441	     383	     285	   74.74	   74.74	  100.00	  133.80	    1.55	    4.05	4.4e-02
VFDB|VFG002177 cytolysin activator [Enterococcus faecalis str. MMH594]	    2035	    1666	    1239	   73.85	   74.01	   99.78	  135.11	    1.66	   36.78	1.8e-09
VFDB|VFG042977 endocarditis and biofilm-associated pilus minor subunit EbpB [Enterococcus faecalis V583]	    1531	    1924	    1431	   71.21	   71.56	   99.51	  139.75	    1.09	   44.81	5.3e-10
VFDB|VFG043510 Enterococcus faecalis surface protein Fss3, fibrinogen binding protein [Enterococcus faecalis V583]	    6655	    4338	    3228	   76.73	   81.35	   94.33	  122.92	    2.47	  487.89	1.0e-26
VFDB|VFG043518 collagen adhesin precursor Acm [Enterococcus faecium str. TX2555]	    3346	    2912	    2166	   73.73	   73.73	  100.00	  135.63	    1.56	   30.03	4.3e-08
VFDB|VFG043519 collagen adhesin protein Scm [Enterococcus faecium DO]	    4161	    2665	    1983	   79.32	   79.63	   99.62	  125.59	    2.12	  327.43	1.0e-26
VFDB|VFG045470 cytolysin regulator R2 [Enterococcus faecalis str. MMH594]	     700	     270	     201	   79.60	   79.60	  100.00	  125.62	    3.50	  190.32	1.0e-26
VFDB|VFG045472 CylL; cytolysin subunit [Enterococcus faecalis str. MMH594]	     202	     278	     207	   79.71	   79.71	  100.00	  125.45	    0.98	   12.14	4.9e-04
VFDB|VFG045632 Collagen binding MSCRAMM, EcbA [Enterococcus faecium DO]	    8297	    4337	    3228	   85.07	   88.04	   96.62	  113.58	    2.98	 1240.73	1.0e-26
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	    9350	     809	     603	   97.84	  100.00	   97.84	  100.00	   17.44	 7179.26	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	    7587	     801	     597	   98.83	  100.00	   98.83	  100.00	   13.18	 5488.13	1.0e-26
VFDB|VFG000873 Type-1 fimbrial protein, A chain precursor [Escherichia coli CFT073]	    6223	     814	     606	   91.25	   99.83	   91.40	  100.17	   13.19	 4157.42	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	    6638	     725	     540	   98.52	  100.00	   98.52	  100.00	   12.88	 4747.72	1.0e-26
VFDB|VFG000875 Chaperone protein fimC precursor [Escherichia coli CFT073]	   11146	     974	     726	   98.90	  100.00	   98.90	  100.00	   15.94	 8536.03	1.0e-26
VFDB|VFG000876 Outer membrane usher protein fimD precursor [Escherichia coli CFT073]	   32049	    3527	    2637	   98.52	  100.00	   98.52	  100.00	   12.74	22865.95	1.0e-26
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	    6578	     717	     534	   96.63	  100.00	   96.63	  100.00	   13.76	 4708.17	1.0e-26
VFDB|VFG000878 FimG protein precursor [Escherichia coli CFT073]	    9490	     676	     504	   98.21	  100.00	   98.21	  100.00	   19.89	 7640.20	1.0e-26
VFDB|VFG000879 FimH protein precursor [Escherichia coli CFT073]	   12815	    1223	     912	   97.48	  100.00	   97.48	  100.00	   15.12	 9570.39	1.0e-26
VFDB|VFG000880 regulatory protein PapI [Escherichia coli CFT073]	    1557	     314	     234	   95.30	  100.00	   95.30	  100.00	    7.38	  824.73	1.0e-26
VFDB|VFG000881 (papB) regulatory protein PapB [Escherichia coli CFT073]	    8258	     422	     315	   98.73	  100.00	   98.73	  100.00	   27.20	 7071.50	1.0e-26
VFDB|VFG000883 P pilus termination subunit PapH [Escherichia coli CFT073]	    8002	     789	     588	   90.99	   94.73	   96.05	  105.57	   14.51	 5916.74	1.0e-26
VFDB|VFG000884 usher protein PapC [Escherichia coli CFT073]	   32653	    3374	    2523	   99.88	  100.00	   99.88	  100.00	   13.03	23794.13	1.0e-26
VFDB|VFG000885 chaperone protein PapD [Escherichia coli CFT073]	    9050	     813	     606	  100.00	  100.00	  100.00	  100.00	   14.98	 6877.47	1.0e-26
VFDB|VFG000886 P pilus assembly protein PapJ [Escherichia coli CFT073]	   10449	     781	     582	  100.00	  100.00	  100.00	  100.00	   18.02	 8322.67	1.0e-26
VFDB|VFG000887 P pilus minor subunit PapK [Escherichia coli CFT073]	    6533	     725	     540	  100.00	  100.00	  100.00	  100.00	   12.16	 4646.82	1.0e-26
VFDB|VFG000889 P pilus minor subunit PapF  [Escherichia coli CFT073]	    8906	     712	     531	   99.25	  100.00	   99.25	  100.00	   17.07	 6978.46	1.0e-26
VFDB|VFG000890 P pilus tip adhesin PapG [Escherichia coli CFT073]	   13606	    1356	    1011	   99.11	  100.00	   99.11	  100.00	   13.92	10028.53	1.0e-26
VFDB|VFG000902 Aecreted auto transpoter toxin [Escherichia coli CFT073]	   60305	    5190	    3900	   99.56	  100.00	   99.56	  100.00	   15.68	46378.14	1.0e-26
VFDB|VFG000916 heme oxygenase ChuS [Escherichia coli CFT073]	   11494	    1381	    1029	   91.74	   92.52	   99.16	  108.09	   11.41	 7943.19	1.0e-26
VFDB|VFG000917 Outer membrane heme/hemoglobin receptor ChuA [Escherichia coli CFT073]	   25985	    2606	    1947	   99.54	  100.00	   99.54	  100.00	   13.57	19115.14	1.0e-26
VFDB|VFG000918 periplasmic heme-binding protein ChuT [Escherichia coli CFT073]	   16228	    1331	     993	   99.80	  100.00	   99.80	  100.00	   16.47	12637.01	1.0e-26
VFDB|VFG000919 Putative oxygen independent coproporphyrinogen III oxidase [Escherichia coli CFT073]	   21231	    1792	    1338	   98.88	  100.00	   98.88	  100.00	   16.51	16411.05	1.0e-26
VFDB|VFG000920 putative heme-binding protein ChuX [Escherichia coli CFT073]	    8511	     664	     495	  100.00	  100.00	  100.00	  100.00	   17.31	 6709.55	1.0e-26
VFDB|VFG000921 ChuY [Escherichia coli CFT073]	    8565	     837	     624	   98.24	  100.00	   98.24	  100.00	   14.29	 6349.91	1.0e-26
VFDB|VFG000922 heme permease protein ChuU [Escherichia coli CFT073]	   14316	    1332	     993	   98.39	   98.89	   99.49	  101.12	   14.61	10773.26	1.0e-26
VFDB|VFG000923 ferrienterobactin outer membrane transporter [Escherichia coli CFT073]	   22719	    3002	    2241	   98.93	  100.00	   98.93	  100.00	   10.85	15113.34	1.0e-26
VFDB|VFG000924 ferrienterobactin ABC transporter periplasmic binding protein [Escherichia coli CFT073]	   12235	    1284	     957	   98.43	  100.00	   98.43	  100.00	   13.69	 8870.10	1.0e-26
VFDB|VFG000925 ferrienterobactin ABC transporter ATPase [Escherichia coli CFT073]	    9744	    1095	     816	   99.14	  100.00	   99.14	  100.00	   12.33	 6900.25	1.0e-26
VFDB|VFG000926 ferrienterobactin ABC transporter permease [Escherichia coli CFT073]	   10308	    1365	    1017	   97.84	  100.00	   97.84	  100.00	   10.81	 6850.75	1.0e-26
VFDB|VFG000928 iron-enterobactin ABC transporter permease [Escherichia coli CFT073]	    9854	    1333	     993	   97.89	  100.00	   97.89	  100.00	   10.66	 6489.86	1.0e-26
VFDB|VFG000929 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	   13036	    1034	     771	   83.27	   87.03	   95.68	  114.90	   21.53	10236.75	1.0e-26
VFDB|VFG000930 enterobactin synthase multienzyme complex component, ATP-dependent [Escherichia coli CFT073]	   35068	    5191	    3882	   98.20	  100.00	   98.20	  100.00	    9.84	22171.61	1.0e-26
VFDB|VFG000931 isochorismate synthase 1 [Escherichia coli CFT073]	   13047	    1594	    1188	   98.74	  100.00	   98.74	  100.00	   11.55	 8958.81	1.0e-26
VFDB|VFG000932 2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	   18785	    2159	    1611	   98.14	  100.00	   98.14	  100.00	   12.68	13196.68	1.0e-26
VFDB|VFG000933 isochorismatase [Escherichia coli CFT073]	    9943	    1151	     858	   99.42	  100.00	   99.42	  100.00	   12.09	 6965.64	1.0e-26
VFDB|VFG000935 salmochelin receptor IroN [Escherichia coli CFT073]	   46160	    2905	    2178	   99.13	  100.00	   99.13	  100.00	   21.98	38132.16	1.0e-26
VFDB|VFG000938 aerobactin siderophore biosynthesis protein IucC [Escherichia coli CFT073]	   36472	    2329	    1743	   96.62	   99.20	   97.40	  100.81	   22.67	30044.11	1.0e-26
VFDB|VFG001443 outer membrane protein A [Escherichia coli O18:K1:H7 str. RS218]	   26838	    1393	    1041	   93.28	  100.67	   92.65	   99.33	   33.94	22933.24	1.0e-26
VFDB|VFG001444 putative arylsulfatase [Escherichia coli O18:K1:H7 str. RS218]	   25796	    1911	    1428	   98.25	  100.07	   98.18	   99.93	   19.19	20588.29	1.0e-26
VFDB|VFG001448 KpsD [Escherichia coli O18:K1:H7 str. RS218]	   24462	    2245	    1677	   98.33	  100.00	   98.33	  100.00	   15.33	18479.88	1.0e-26
VFDB|VFG001450 KpsM [Escherichia coli O18:K1:H7 str. RS218]	    6804	    1043	     777	   94.72	  100.00	   94.72	  100.00	   10.50	 4228.01	1.0e-26
VFDB|VFG001713 PapX protein regulates flagellum synthesis to repress motility [Escherichia coli CFT073]	   16678	     740	     552	   99.28	  100.00	   99.28	  100.00	   31.03	14583.47	1.0e-26
VFDB|VFG002412 E. coli common pilus chaperone EcpB [Escherichia coli O157:H7 str. EDL933]	   24468	     895	     669	   91.03	  100.00	   91.03	  100.00	   48.86	21907.43	1.0e-26
VFDB|VFG002413 regulator protein EcpR [Escherichia coli O157:H7 str. EDL933]	   15601	     792	     591	   92.39	  100.00	   92.39	  100.00	   33.75	13376.58	1.0e-26
VFDB|VFG002414 E. coli common pilus structural subunit EcpA [Escherichia coli O157:H7 str. EDL933]	   16014	     788	     588	   91.84	  100.00	   91.84	  100.00	   34.08	13796.57	1.0e-26
VFDB|VFG002415 E. coli common pilus usher EcpC [Escherichia coli O157:H7 str. EDL933]	   58733	    3361	    2526	   92.24	  100.04	   92.20	   99.96	   30.03	49375.41	1.0e-26
VFDB|VFG002416 polymerized tip adhesin of ECP fibers [Escherichia coli O157:H7 str. EDL933]	   53912	    2189	    1644	   92.15	  100.00	   92.15	  100.00	   41.22	47685.25	1.0e-26
VFDB|VFG002417 E. coli common pilus chaperone EcpE [Escherichia coli O157:H7 str. EDL933]	   15113	    1013	     756	   91.93	  100.00	   91.93	  100.00	   26.24	12326.10	1.0e-26
VFDB|VFG012327 S fimbrial switch regulatory protein SfaC [Escherichia coli UTI89]	    5247	     382	     285	   78.25	   83.86	   93.31	  119.25	   20.94	 4202.45	1.0e-26
VFDB|VFG012501 esterase [Escherichia coli CFT073]	   19849	    1282	     957	   99.48	  100.00	   99.48	  100.00	   21.15	16312.88	1.0e-26
VFDB|VFG012505 esterase [Escherichia coli CFT073]	   17824	    1649	    1230	   98.94	  100.00	   98.94	  100.00	   14.99	13435.38	1.0e-26
VFDB|VFG012509 ATP binding cassette transporter [Escherichia coli CFT073]	   70283	    4965	    3738	   99.22	  100.00	   99.22	  100.00	   19.34	56696.76	1.0e-26
VFDB|VFG012513 glucosyltransferase IroB [Escherichia coli CFT073]	   20572	    1559	    1164	   98.28	  100.00	   98.28	  100.00	   18.60	16332.42	1.0e-26
