#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002164 aggregation substance PrgB/Asc10 [Enterococcus faecalis V583]	  178321	   86064	    3918	   85.94	   88.46	   97.14	  113.04	   49.18	32192.47	1.0e-26
VFDB|VFG002165 endocarditis specific antigen [Enterococcus faecalis V583]	   29731	   20382	     927	   99.89	  100.00	   99.89	  100.00	   32.20	 1744.08	1.0e-26
VFDB|VFG002166 collagen adhesin protein [Enterococcus faecalis V583]	   64511	   44518	    2025	  100.00	  100.00	  100.00	  100.00	   31.94	 3665.90	1.0e-26
VFDB|VFG002171 aggregation substance [Enterococcus faecalis V583]	  152427	   86090	    3918	   82.98	   85.76	   96.76	  116.61	   42.09	18449.79	1.0e-26
VFDB|VFG002172 aggregation substance [Enterococcus faecalis V583]	  109103	   86132	    3918	   80.63	   83.05	   97.08	  120.41	   30.25	 2702.59	1.0e-26
VFDB|VFG002173 aggregation substance Asa1 [Enterococcus faecalis V583]	  165398	   85483	    3891	   72.65	   75.25	   96.55	  132.89	   46.32	25455.49	1.0e-26
VFDB|VFG002174 coccolysin [Enterococcus faecalis V583]	   44966	   33705	    1533	  100.00	  100.00	  100.00	  100.00	   29.39	 1611.70	1.0e-26
VFDB|VFG002180 ABC transporter, permease protein [Enterococcus faecalis V583]	   22887	   17876	     813	  100.00	  100.00	  100.00	  100.00	   28.17	  615.88	1.0e-26
VFDB|VFG002181 ABC transporter, ATP-binding protein [Enterococcus faecalis V583]	   45446	   29548	    1344	  100.00	  100.00	  100.00	  100.00	   33.88	 3369.94	1.0e-26
VFDB|VFG002182 UDP-galactopyranose mutase [Enterococcus faecalis V583]	   34557	   25065	    1140	  100.00	  100.00	  100.00	  100.00	   30.35	 1511.03	1.0e-26
VFDB|VFG002183 lipoprotein [Enterococcus faecalis V583]	   10101	    8773	     399	  100.00	  100.00	  100.00	  100.00	   25.42	   93.34	1.0e-21
VFDB|VFG002184 MurB family protein [Enterococcus faecalis V583]	   71533	   53951	    2454	  100.00	  100.00	  100.00	  100.00	   29.19	 2463.31	1.0e-26
VFDB|VFG002185 CpsF protein [Enterococcus faecalis V583]	   20390	   18734	     852	  100.00	  100.00	  100.00	  100.00	   24.00	   70.03	1.0e-16
VFDB|VFG002186 glycosyl transferase, group 2 family protein [Enterococcus faecalis V583]	   72391	   55204	    2511	  100.00	  100.00	  100.00	  100.00	   28.90	 2314.81	1.0e-26
VFDB|VFG002187 glycosyl transferase, group 2 family protein [Enterococcus faecalis V583]	   50146	   32252	    1467	  100.00	  100.00	  100.00	  100.00	   34.23	 3885.91	1.0e-26
VFDB|VFG002188 teichoic acid biosynthesis protein, putative [Enterococcus faecalis V583]	   31836	   25725	    1170	  100.00	  100.00	  100.00	  100.00	   27.29	  648.56	1.0e-26
VFDB|VFG002189 phosphatidate cytidylyltransferase [Enterococcus faecalis V583]	   25692	   17612	     801	  100.00	  100.00	  100.00	  100.00	   32.20	 1507.63	1.0e-26
VFDB|VFG002190 undecaprenyl diphosphate synthase [Enterococcus faecalis V583]	   24969	   17942	     816	  100.00	  100.00	  100.00	  100.00	   30.80	 1150.71	1.0e-26
VFDB|VFG002191 serine proteinase, V8 family [Enterococcus faecalis V583]	   24577	   18799	     855	  100.00	  100.00	  100.00	  100.00	   28.83	  769.44	1.0e-26
VFDB|VFG002192 histidine kinase, putative [Enterococcus faecalis V583]	   34275	   29552	    1344	  100.00	  100.00	  100.00	  100.00	   25.53	  349.43	1.0e-26
VFDB|VFG002193 agrBfs protein [Enterococcus faecalis V583]	   23788	   16028	     729	  100.00	  100.00	  100.00	  100.00	   32.66	 1511.98	1.0e-26
VFDB|VFG002194 response regulator [Enterococcus faecalis V583]	   19509	   16095	     732	  100.00	  100.00	  100.00	  100.00	   26.68	  327.22	1.0e-26
VFDB|VFG002195 polysaccharide lyase, family 8 [Enterococcus faecalis V583]	   97928	   66274	    3015	  100.00	  100.00	  100.00	  100.00	   32.55	 6101.83	1.0e-26
VFDB|VFG002196 polysaccharide lyase, family 8 [Enterococcus faecalis V583]	  149382	   90514	    4119	   97.11	   97.11	  100.00	  102.97	   36.34	14445.42	1.0e-26
VFDB|VFG002197 sugar-binding transcriptional regulator, LacI family [Enterococcus faecalis V583]	   33698	   22228	    1011	  100.00	  100.00	  100.00	  100.00	   33.40	 2352.17	1.0e-26
VFDB|VFG042976 endocarditis and biofilm-associated pilus tip protein EbpA [Enterococcus faecalis V583]	  105956	   72801	    3312	   99.94	  100.00	   99.94	  100.00	   32.11	 6149.06	1.0e-26
VFDB|VFG042977 endocarditis and biofilm-associated pilus minor subunit EbpB [Enterococcus faecalis V583]	   44514	   31462	    1431	  100.00	  100.00	  100.00	  100.00	   31.18	 2242.08	1.0e-26
VFDB|VFG042978 endocarditis and biofilm-associated pilus major subunit EbpC [Enterococcus faecalis V583]	   67409	   41284	    1878	  100.00	  100.32	   99.68	   99.68	   36.43	 6279.24	1.0e-26
VFDB|VFG042979 sortase [Enterococcus faecalis V583]	   23275	   18800	     855	  100.00	  100.00	  100.00	  100.00	   27.30	  475.93	1.0e-26
VFDB|VFG043508 Enterococcus faecalis surface protein Fss1, fibrinogen binding protein [Enterococcus faecalis V583]	  204716	  131035	    5964	  100.00	  100.00	  100.00	  100.00	   34.38	16169.00	1.0e-26
VFDB|VFG043509 Enterococcus faecalis surface protein Fss2, fibrinogen binding protein [Enterococcus faecalis V583]	  155405	  108922	    4956	   99.98	  100.00	   99.98	  100.00	   31.45	 8174.00	1.0e-26
VFDB|VFG043510 Enterococcus faecalis surface protein Fss3, fibrinogen binding protein [Enterococcus faecalis V583]	  304915	   70793	    3228	   94.45	  100.00	   94.45	  100.00	  110.51	145892.31	1.0e-26
VFDB|VFG043511 cell wall anchored protein SgrA [Enterococcus faecium DO]	   78953	   21425	     975	   93.44	   93.44	  100.00	  107.03	   81.18	32968.92	1.0e-26
VFDB|VFG043518 collagen adhesin precursor Acm [Enterococcus faecium str. TX2555]	  283837	   47501	    2166	  100.00	  100.00	  100.00	  100.00	  131.33	168572.44	1.0e-26
VFDB|VFG043519 collagen adhesin protein Scm [Enterococcus faecium DO]	  231720	   43511	    1983	   98.39	   98.64	   99.74	  101.38	  118.11	128699.66	1.0e-26
VFDB|VFG045632 Collagen binding MSCRAMM, EcbA [Enterococcus faecium DO]	  261047	   70828	    3228	   96.31	  100.00	   96.31	  100.00	   92.98	109025.68	1.0e-26
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	  483302	   13188	     603	   97.84	  100.00	   97.84	  100.00	  877.18	445136.90	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	  533852	   13050	     597	   98.83	  100.00	   98.83	  100.00	  927.70	495947.48	1.0e-26
