#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002164 aggregation substance PrgB/Asc10 [Enterococcus faecalis V583]	  128266	   91353	    3918	   89.74	   92.06	   97.48	  108.62	   34.94	 6204.23	1.0e-26
VFDB|VFG002165 endocarditis specific antigen [Enterococcus faecalis V583]	   23790	   21622	     927	   99.89	  100.00	   99.89	  100.00	   25.78	  103.48	1.0e-23
VFDB|VFG002166 collagen adhesin protein [Enterococcus faecalis V583]	   65580	   47224	    2025	  100.00	  100.00	  100.00	  100.00	   32.50	 2986.70	1.0e-26
VFDB|VFG002171 aggregation substance [Enterococcus faecalis V583]	  317084	   91167	    3918	   98.65	  100.00	   98.65	  100.00	   85.66	125016.11	1.0e-26
VFDB|VFG002172 aggregation substance [Enterococcus faecalis V583]	   95247	   91385	    3918	   84.84	   86.86	   97.68	  115.13	   26.09	   79.90	1.0e-18
VFDB|VFG002173 aggregation substance Asa1 [Enterococcus faecalis V583]	  178449	   90674	    3891	   91.03	   93.06	   97.82	  107.46	   48.93	28627.96	1.0e-26
VFDB|VFG002174 coccolysin [Enterococcus faecalis V583]	   42904	   35755	    1533	  100.00	  100.00	  100.00	  100.00	   28.03	  649.70	1.0e-26
VFDB|VFG002175 cytolysin regulator R1 [Enterococcus faecalis str. MMH594]	    1676	    6648	     285	  100.00	  100.00	  100.00	  100.00	    6.38	 2969.92	1.0e-26
VFDB|VFG002176 ABC-type transporter [Enterococcus faecalis str. MMH594]	   41117	   50037	    2145	   99.67	  100.89	   98.80	   99.12	   19.65	  873.05	1.0e-26
VFDB|VFG002177 cytolysin activator [Enterococcus faecalis str. MMH594]	   43455	   28895	    1239	   99.84	  100.00	   99.84	  100.00	   35.58	 2929.78	1.0e-26
VFDB|VFG002178 cytolysin immunity protein [Enterococcus faecalis str. MMH594]	   11992	   22954	     984	   96.65	   99.90	   96.74	  100.10	   13.97	 3439.11	1.0e-26
VFDB|VFG002180 ABC transporter, permease protein [Enterococcus faecalis V583]	   17366	   18963	     813	  100.00	  100.00	  100.00	  100.00	   21.39	   70.28	1.0e-16
VFDB|VFG002181 ABC transporter, ATP-binding protein [Enterococcus faecalis V583]	   43136	   31345	    1344	  100.00	  100.00	  100.00	  100.00	   32.18	 1866.46	1.0e-26
VFDB|VFG002182 UDP-galactopyranose mutase [Enterococcus faecalis V583]	   31542	   26589	    1140	  100.00	  100.00	  100.00	  100.00	   27.78	  421.90	1.0e-26
VFDB|VFG002183 lipoprotein [Enterococcus faecalis V583]	    7014	    9307	     399	  100.00	  100.00	  100.00	  100.00	   17.61	  322.18	1.0e-26
VFDB|VFG002184 MurB family protein [Enterococcus faecalis V583]	   62472	   57237	    2454	  100.00	  100.00	  100.00	  100.00	   25.59	  228.89	1.0e-26
VFDB|VFG002185 CpsF protein [Enterococcus faecalis V583]	   18085	   19873	     852	  100.00	  100.00	  100.00	  100.00	   21.30	   84.29	1.0e-19
VFDB|VFG002186 glycosyl transferase, group 2 family protein [Enterococcus faecalis V583]	   64353	   58566	    2511	  100.00	  100.00	  100.00	  100.00	   25.69	  272.39	1.0e-26
VFDB|VFG002187 glycosyl transferase, group 2 family protein [Enterococcus faecalis V583]	   43873	   34214	    1467	  100.00	  100.00	  100.00	  100.00	   30.10	 1194.53	1.0e-26
VFDB|VFG002188 teichoic acid biosynthesis protein, putative [Enterococcus faecalis V583]	   27922	   27290	    1170	  100.00	  100.00	  100.00	  100.00	   24.03	    7.22	7.2e-03
VFDB|VFG002189 phosphatidate cytidylyltransferase [Enterococcus faecalis V583]	   26641	   18682	     801	  100.00	  100.00	  100.00	  100.00	   33.70	 1397.61	1.0e-26
VFDB|VFG002190 undecaprenyl diphosphate synthase [Enterococcus faecalis V583]	   27405	   19031	     816	   99.75	  100.00	   99.75	  100.00	   34.38	 1509.77	1.0e-26
VFDB|VFG002191 serine proteinase, V8 family [Enterococcus faecalis V583]	   27491	   19941	     855	  100.00	  100.00	  100.00	  100.00	   32.20	 1201.54	1.0e-26
VFDB|VFG002192 histidine kinase, putative [Enterococcus faecalis V583]	   30544	   31349	    1344	  100.00	  100.00	  100.00	  100.00	   22.83	   10.49	1.2e-03
VFDB|VFG002193 agrBfs protein [Enterococcus faecalis V583]	   18247	   17004	     729	  100.00	  100.00	  100.00	  100.00	   25.07	   43.83	5.5e-10
VFDB|VFG002194 response regulator [Enterococcus faecalis V583]	   13588	   17074	     732	  100.00	  100.00	  100.00	  100.00	   18.66	  396.52	1.0e-26
VFDB|VFG002195 polysaccharide lyase, family 8 [Enterococcus faecalis V583]	   91454	   70310	    3015	  100.00	  100.00	  100.00	  100.00	   30.43	 2763.61	1.0e-26
VFDB|VFG002196 polysaccharide lyase, family 8 [Enterococcus faecalis V583]	  136780	   96035	    4119	   97.28	   97.28	  100.00	  102.80	   33.31	 7130.54	1.0e-26
VFDB|VFG002197 sugar-binding transcriptional regulator, LacI family [Enterococcus faecalis V583]	   37930	   23578	    1011	  100.00	  100.00	  100.00	  100.00	   37.63	 3348.61	1.0e-26
