#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	  643373	   17747	     603	   98.34	  100.00	   98.34	  100.00	 1124.29	592035.84	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	  635674	   17572	     597	   98.99	  100.00	   98.99	  100.00	 1098.57	584848.27	1.0e-26
VFDB|VFG000873 Type-1 fimbrial protein, A chain precursor [Escherichia coli CFT073]	  463562	   17863	     606	   91.42	  100.00	   91.42	  100.00	  989.00	412623.70	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	  589733	   15900	     540	   98.33	  100.00	   98.33	  100.00	 1147.09	543701.64	1.0e-26
VFDB|VFG000875 Chaperone protein fimC precursor [Escherichia coli CFT073]	  745088	   21349	     726	   98.76	  100.00	   98.76	  100.00	 1065.37	683416.96	1.0e-26
VFDB|VFG000876 Outer membrane usher protein fimD precursor [Escherichia coli CFT073]	 2891925	   76169	    2637	   98.41	  100.00	   98.41	  100.00	 1151.04	2671236.67	1.0e-26
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	  542011	   15730	     534	   97.38	  100.00	   97.38	  100.00	 1103.78	496595.35	1.0e-26
VFDB|VFG000878 FimG protein precursor [Escherichia coli CFT073]	  575570	   14842	     504	   98.41	  100.00	   98.41	  100.00	 1202.85	532536.37	1.0e-26
VFDB|VFG000879 FimH protein precursor [Escherichia coli CFT073]	  957881	   26772	     912	   97.59	  100.00	   97.59	  100.00	 1132.25	880475.14	1.0e-26
VFDB|VFG000880 regulatory protein PapI [Escherichia coli CFT073]	   80681	    6919	     234	   94.87	  100.00	   94.87	  100.00	  390.60	62108.96	1.0e-26
VFDB|VFG000881 (papB) regulatory protein PapB [Escherichia coli CFT073]	  294041	    9297	     315	   98.41	   99.68	   98.73	  100.32	  981.85	267287.04	1.0e-26
VFDB|VFG000902 Aecreted auto transpoter toxin [Escherichia coli CFT073]	 3741117	  111857	    3900	   99.56	  100.00	   99.56	  100.00	  973.64	3418534.45	1.0e-26
VFDB|VFG000916 heme oxygenase ChuS [Escherichia coli CFT073]	  617802	   30295	    1029	   96.40	  100.00	   96.40	  100.00	  638.37	532580.03	1.0e-26
VFDB|VFG000917 Outer membrane heme/hemoglobin receptor ChuA [Escherichia coli CFT073]	  832979	   57231	    1947	   85.26	   86.75	   98.28	  115.28	  444.66	676002.21	1.0e-26
VFDB|VFG000918 periplasmic heme-binding protein ChuT [Escherichia coli CFT073]	  427029	   29282	     993	   89.02	   91.04	   97.79	  109.85	  446.47	346697.34	1.0e-26
VFDB|VFG000919 Putative oxygen independent coproporphyrinogen III oxidase [Escherichia coli CFT073]	 1493030	   39103	    1338	   96.79	  100.00	   96.79	  100.00	 1226.64	1379712.20	1.0e-26
VFDB|VFG000920 putative heme-binding protein ChuX [Escherichia coli CFT073]	  229714	   14619	     495	   94.34	  100.00	   94.34	  100.00	  507.22	189353.86	1.0e-26
VFDB|VFG000921 ChuY [Escherichia coli CFT073]	  621352	   18369	     624	   96.47	  100.00	   96.47	  100.00	 1080.96	568354.14	1.0e-26
VFDB|VFG000922 heme permease protein ChuU [Escherichia coli CFT073]	  787352	   29193	     993	   96.58	   99.90	   96.67	  100.10	  853.03	703947.02	1.0e-26
VFDB|VFG000923 ferrienterobactin outer membrane transporter [Escherichia coli CFT073]	 2018502	   65213	    2241	   96.88	  100.00	   96.88	  100.00	  992.32	1831024.44	1.0e-26
VFDB|VFG000924 ferrienterobactin ABC transporter periplasmic binding protein [Escherichia coli CFT073]	  922918	   28102	     957	   97.70	  100.00	   97.70	  100.00	 1037.92	841932.93	1.0e-26
VFDB|VFG000925 ferrienterobactin ABC transporter ATPase [Escherichia coli CFT073]	  740465	   23998	     816	   96.94	  100.00	   96.94	  100.00	 1002.85	671483.94	1.0e-26
