#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG002274 phospholipase C [Clostridium perfringens str. 13]	    2603	     328	    1197	   78.28	   79.28	   98.74	  126.13	    2.26	 1764.27	1.0e-26
VFDB|VFG000923 ferrienterobactin outer membrane transporter [Escherichia coli CFT073]	   21007	     605	    2241	   96.88	  100.00	   96.88	  100.00	   10.51	19259.00	1.0e-26
VFDB|VFG000924 ferrienterobactin ABC transporter periplasmic binding protein [Escherichia coli CFT073]	    7436	     261	     957	   96.97	  100.00	   96.97	  100.00	    8.61	 6686.65	1.0e-26
VFDB|VFG000925 ferrienterobactin ABC transporter ATPase [Escherichia coli CFT073]	    8006	     222	     816	   97.30	  100.00	   97.30	  100.00	   10.86	 7361.27	1.0e-26
VFDB|VFG000926 ferrienterobactin ABC transporter permease [Escherichia coli CFT073]	    8232	     277	    1017	   91.84	   96.07	   95.60	  104.09	    9.35	 7434.75	1.0e-26
VFDB|VFG000928 iron-enterobactin ABC transporter permease [Escherichia coli CFT073]	    5678	     271	     993	   94.06	  100.00	   94.06	  100.00	    6.66	 4911.95	1.0e-26
VFDB|VFG000929 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	   22893	     207	     771	   94.81	  100.00	   94.81	  100.00	   44.00	22277.08	1.0e-26
VFDB|VFG000930 enterobactin synthase multienzyme complex component, ATP-dependent [Escherichia coli CFT073]	   32495	    1037	    3882	   94.10	   98.25	   95.78	  101.78	    9.58	29510.20	1.0e-26
VFDB|VFG000931 isochorismate synthase 1 [Escherichia coli CFT073]	   13276	     323	    1188	   97.56	  100.00	   97.56	  100.00	   12.28	12337.47	1.0e-26
VFDB|VFG000932 2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Escherichia coli CFT073]	   11350	     438	    1611	   95.72	  100.00	   95.72	  100.00	    8.12	10098.57	1.0e-26
VFDB|VFG000933 isochorismatase [Escherichia coli CFT073]	    8951	     234	     858	   98.25	  100.00	   98.25	  100.00	   11.13	 8272.17	1.0e-26
VFDB|VFG001443 outer membrane protein A [Escherichia coli O18:K1:H7 str. RS218]	   11083	     283	    1041	   97.12	  100.00	   97.12	  100.00	   12.36	10260.33	1.0e-26
VFDB|VFG002412 E. coli common pilus chaperone EcpB [Escherichia coli O157:H7 str. EDL933]	    2459	     183	     669	   75.34	   85.65	   87.96	  116.75	    5.84	 1958.93	1.0e-26
VFDB|VFG002414 E. coli common pilus structural subunit EcpA [Escherichia coli O157:H7 str. EDL933]	    3384	     161	     588	   83.50	   92.86	   89.93	  107.69	    7.68	 2929.36	1.0e-26
VFDB|VFG002415 E. coli common pilus usher EcpC [Escherichia coli O157:H7 str. EDL933]	   11003	     688	    2526	   82.78	   93.59	   88.45	  106.85	    6.51	 9099.39	1.0e-26
VFDB|VFG002416 polymerized tip adhesin of ECP fibers [Escherichia coli O157:H7 str. EDL933]	    7920	     449	    1644	   87.65	   97.57	   89.84	  102.49	    6.86	 6668.48	1.0e-26
VFDB|VFG034754 Type III secretion system effector espL1 [Escherichia coli O157:H7 str. EDL933]	   13173	     516	    1899	   97.53	   99.95	   97.58	  100.05	    7.68	11701.25	1.0e-26
VFDB|VFG034772 Type III secretion system effector EspL4 [Escherichia coli O157:H7 str. EDL933]	   12754	     595	    2187	   70.96	   74.21	   95.63	  134.75	    6.58	11074.58	1.0e-26
VFDB|VFG034815 Type III secretion system effector espR1 [Escherichia coli O157:H7 str. EDL933]	    4218	     345	    1260	   72.06	   77.22	   93.32	  129.50	    4.08	 3286.09	1.0e-26
VFDB|VFG034849 Type III secretion system effector EspX1 [Escherichia coli O157:H7 str. EDL933]	    8079	     388	    1422	   95.15	  100.00	   95.15	  100.00	    6.59	 6984.58	1.0e-26
VFDB|VFG034866 Type III secretion system effector EspX4 [Escherichia coli O157:H7 str. EDL933]	   13224	     430	    1581	   93.30	  100.06	   93.24	   99.94	   10.24	11988.12	1.0e-26
VFDB|VFG034873 Type III secretion system effector EspX5 [Escherichia coli O157:H7 str. EDL933]	   10082	     352	    1293	   95.51	  100.00	   95.51	  100.00	    9.01	 9071.66	1.0e-26
VFDB|VFG044159 enterobactin/ferric enterobactin esterase [Escherichia coli CFT073]	   10847	     327	    1203	   96.59	  100.00	   96.59	  100.00	   10.08	 9901.82	1.0e-26
VFDB|VFG044165 enterobactin exporter, iron-regulated [Escherichia coli CFT073]	   10874	     340	    1251	   95.84	  100.00	   95.84	  100.00	   10.02	 9892.57	1.0e-26
VFDB|VFG043623 type 3 fimbrial minor pilin subunit MrkF [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    6588	     174	     636	   93.40	   99.84	   93.54	  100.16	   12.98	 6083.91	1.0e-26
VFDB|VFG043624 fimbrial adhesin protein precursor MrkD [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    9561	     271	     996	   94.68	  100.00	   94.68	  100.00	   11.69	 8775.72	1.0e-26
VFDB|VFG043625 fimbrial biogenesis outer membrane usher protein mrkC precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   34327	     663	    2487	   95.50	  100.00	   95.50	  100.00	   16.13	32386.93	1.0e-26
VFDB|VFG043626 fimbrial chaperone protein mrkB precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   13428	     190	     702	   99.15	  100.00	   99.15	  100.00	   20.99	12866.12	1.0e-26
VFDB|VFG043627 type 3 fimbrial major pilin subunit MrkA [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   10544	     166	     609	   97.70	  100.00	   97.70	  100.00	   19.73	10056.26	1.0e-26
VFDB|VFG044322 siderophore esterase IroE [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    2349	     257	     936	   70.19	   77.24	   90.87	  129.46	    3.57	 1679.18	1.0e-26
VFDB|VFG048229 tyrosine recombinase [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    4707	     166	     606	   93.07	  100.00	   93.07	  100.00	   10.22	 4231.41	1.0e-26
VFDB|VFG048237 tyrosine recombinase [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    2251	     167	     609	   76.68	   82.92	   92.48	  120.59	    4.86	 1795.46	1.0e-26
VFDB|VFG048247 type 1 major fimbrial subunit precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    4252	     150	     549	   94.17	  100.00	   94.17	  100.00	    9.47	 3821.04	1.0e-26
VFDB|VFG048257 type 1 pilus biosynthesis fimbrial protein [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    4580	     174	     636	   91.35	  100.00	   91.35	  100.00	    9.07	 4082.61	1.0e-26
VFDB|VFG048267 periplasmic chaperone [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    6038	     198	     726	   94.63	  100.28	   94.37	   99.73	    9.85	 5467.15	1.0e-26
VFDB|VFG048277 outer membrane usher protein  [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   27591	     710	    2646	   95.24	  100.00	   95.24	  100.00	   12.24	25531.22	1.0e-26
VFDB|VFG048287 type 1 fimbrial minor component [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    5307	     145	     531	   93.97	  100.00	   93.97	  100.00	   11.87	 4886.20	1.0e-26
VFDB|VFG048297 type 1 fimbrial minor component [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    5325	     137	     501	   97.01	  100.00	   97.01	  100.00	   11.94	 4927.13	1.0e-26
VFDB|VFG048307 type 1 fimbrial adhesin precursor [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	   10390	     247	     909	   95.49	  100.00	   95.49	  100.00	   13.35	 9669.57	1.0e-26
VFDB|VFG048317 transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    9595	     338	    1242	   93.80	  100.00	   93.80	  100.00	    9.67	 8624.52	1.0e-26
VFDB|VFG048327 transcriptional activator [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    6884	     194	     711	   95.08	   99.58	   95.48	  100.42	   11.41	 6321.96	1.0e-26
VFDB|VFG048338 LuxR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	    3631	     160	     585	   87.01	   92.82	   93.74	  107.73	    8.22	 3176.74	1.0e-26
