#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
CARD|NR_040847.1_0_1486 Propionibacterium acnes 16S rRNA mutation conferring resistance to tetracycline [Propionibacterium acnes]	  451032	    8958	    1486	   82.44	   94.21	   87.50	  106.14	  456.37	424855.57	1.0e-26
CARD|AAC75136.1 mdtB [Escherichia coli str. K-12 substr. MG1655]	   82738	   19281	    3123	   96.67	  100.00	   96.67	  100.00	   29.46	39470.61	1.0e-26
CARD|U00096_4166659_4168200 Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to paromomycin [Escherichia coli K-12]	  586663	    9215	    1542	   98.05	  100.00	   98.05	  100.00	  441.70	559586.93	1.0e-26
CARD|NC_008596.1_3823614_3825143 Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  175617	    9379	    1529	   87.05	   97.32	   89.45	  102.76	  174.72	149380.65	1.0e-26
CARD|BAG75524.1 efmA [Enterococcus faecium]	    8054	    7977	    1287	  100.00	  100.00	  100.00	  100.00	    6.28	    0.37	5.4e-01
CARD|AAA65958.1 vanYA [Enterococcus faecium]	   34063	    5642	     912	   99.89	  100.00	   99.89	  100.00	   37.47	20342.06	1.0e-26
CARD|ABA71732.1 vanXYG [Enterococcus faecalis]	    5254	    4741	     765	   72.16	   78.69	   91.69	  127.08	    7.89	   26.27	3.0e-07
CARD|AE014075.1_237159_240063 Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin [Escherichia coli CFT073]	  856085	   17062	    2904	   99.04	  100.00	   99.04	  100.00	  311.44	806230.15	1.0e-26
CARD|NZ_CP009828.1_497113_500039 Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid [Staphylococcus aureus]	 2229007	   15645	    2926	   83.32	   93.23	   89.37	  107.26	 1055.88	2182506.90	1.0e-26
CARD|CU458896.1_1462398_1463901 Mycobacterium abscessus 16S rRNA mutation conferring resistance to kanamycin [Mycobacterium abscessus]	  155000	    9238	    1504	   80.65	   91.49	   88.15	  109.30	  166.45	129364.46	1.0e-26
CARD|NP_414996.1 Escherichia coli acrA [Escherichia coli str. K-12 substr. MG1655]	   39785	    7385	    1194	   99.08	  100.00	   99.08	  100.00	   34.87	22253.06	1.0e-26
CARD|AAA65956.1 vanA [Enterococcus faecium]	   33167	    6386	    1032	   99.90	  100.00	   99.90	  100.00	   32.28	18133.06	1.0e-26
CARD|CAA52904.1 catS [Streptococcus pyogenes]	   14707	    3047	     492	   87.80	   98.58	   89.07	  101.44	   47.59	 7657.08	1.0e-26
CARD|AET10444.1 tetA(46) [Streptococcus australis]	    6005	   10695	    1725	   91.54	   96.93	   94.44	  103.17	    4.10	 1317.26	1.0e-26
CARD|CDJ72759 Escherichia coli PtsI with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   57619	   10679	    1728	   99.54	  100.00	   99.54	  100.00	   34.83	32260.00	1.0e-26
CARD|AAC76539.1 mdtF [Escherichia coli str. K-12 substr. MG1655]	  104367	   19199	    3114	   98.52	  100.00	   98.52	  100.00	   35.06	58700.91	1.0e-26
CARD|NP_415434.1 msbA [Escherichia coli str. K-12 substr. MG1655]	   45456	   10817	    1749	   98.74	  100.00	   98.74	  100.00	   27.41	21321.14	1.0e-26
CARD|BAE78082.1 mdtP [Escherichia coli str. K-12 substr. W3110]	   61095	    9063	    1467	   97.61	  100.00	   97.61	  100.00	   44.96	38587.76	1.0e-26
CARD|AAA65959.1 vanZA [Enterococcus faecium]	   20053	    3009	     486	  100.00	  100.00	  100.00	  100.00	   41.30	12595.96	1.0e-26
CARD|CBH51823.1 tet44 [Campylobacter fetus subsp. fetus]	    4853	   11924	    1923	   93.81	   94.54	   99.23	  105.78	    2.62	 2980.65	1.0e-26
CARD|NP_414995.1 acrB [Escherichia coli str. K-12 substr. MG1655]	  112873	   19411	    3150	   98.95	  100.00	   98.95	  100.00	   37.65	66032.17	1.0e-26
CARD|NC_008596.1_5027948_5029475 Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A [Mycobacterium smegmatis str. MC2 155]	  253847	    9327	    1528	   76.51	   86.58	   88.36	  115.50	  247.18	227187.19	1.0e-26
CARD|CAC41371.2 tet32 [Clostridiaceae bacterium K10]	   26147	   11890	    1920	   79.01	   84.01	   94.05	  119.03	   14.96	 5343.52	1.0e-26
CARD|BAE15963.1 dfrG [Staphylococcus aureus]	    2884	    3086	     498	  100.00	  100.00	  100.00	  100.00	    5.80	    6.89	8.7e-03
CARD|NZ_CP018138.1_1692408_1695312 Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics [Streptococcus pneumoniae]	 2135516	   15632	    2904	   93.97	  100.03	   93.94	   99.97	 1010.56	2089073.76	1.0e-26
CARD|CDJ73208 Escherichia coli UhpT with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	   58607	    8601	    1392	   97.84	  100.00	   97.84	  100.00	   45.57	37206.20	1.0e-26
CARD|NP_359110.1 Streptococcus pneumoniae PBP2b conferring resistance to amoxicillin [Streptococcus pneumoniae R6]	    2571	   12764	    2058	   73.03	   76.87	   95.01	  130.09	    1.62	 6775.42	1.0e-26
CARD|AL123456.3_1471846_1473382 Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin [Mycobacterium tuberculosis H37Rv]	  608044	    9172	    1537	   79.77	   91.09	   87.57	  109.79	  579.79	581070.79	1.0e-26
CARD|AAC75137.1 mdtC [Escherichia coli str. K-12 substr. MG1655]	   76468	   19010	    3078	   97.04	  100.00	   97.04	  100.00	   27.47	34577.03	1.0e-26
CARD|AAY32951.1 lnuC [Streptococcus agalactiae]	    1931	    3068	     495	   92.93	   97.78	   95.04	  102.27	    4.55	  258.77	1.0e-26
CARD|AGV10830.1 APH(3')-IIIa [Campylobacter coli CVM N29710]	  105569	    4896	     795	   99.87	  100.00	   99.87	  100.00	  133.73	91746.59	1.0e-26
CARD|AJD73064.1 RlmA(II) [Streptococcus pneumoniae]	    2565	    5263	     849	   93.52	  100.12	   93.41	   99.88	    4.20	  930.05	1.0e-26
CARD|AAU10334.1 aad(6) [Streptococcus oralis]	    1443	    5152	     831	   87.00	   87.00	  100.00	  114.94	    1.74	 2085.94	1.0e-26
CARD|CDJ73082 Escherichia coli CyaA with mutation conferring resistance to fosfomycin [Escherichia coli str. K-12 substr. MC4100]	  100589	   15704	    2547	   97.64	  100.00	   97.64	  100.00	   15.12	61959.47	1.0e-26
CARD|AAA88675.1 ErmF [Bacteroides fragilis]	   39647	    4954	     801	   98.75	  100.00	   98.75	  100.00	   51.82	26985.62	1.0e-26
CARD|AET10445.1 tetB(46) [Streptococcus australis]	    4261	   10770	    1737	   80.08	   84.05	   95.27	  118.97	    2.84	 2819.25	1.0e-26
CARD|AAN82549.1 Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin [Escherichia coli CFT073]	   25883	    7615	    1230	   99.11	   99.51	   99.59	  100.49	   21.47	 9961.92	1.0e-26
CARD|AAB63533.1 AAC(6')-Ii [Enterococcus faecium]	    3119	    3402	     549	   99.64	  100.00	   99.64	  100.00	    5.89	   12.36	4.4e-04
CARD|AAC76093.1 bacA [Escherichia coli str. K-12 substr. MG1655]	   31827	    5086	     822	   97.32	  100.00	   97.32	  100.00	   42.41	19370.90	1.0e-26
CARD|YP_490697.1 acrD [Escherichia coli str. K-12 substr. W3110]	   96077	   19209	    3114	   98.81	  100.00	   98.81	  100.00	   32.24	51251.37	1.0e-26
CARD|AAG03357.1 ErmX [Corynebacterium striatum]	    4178	    4723	     762	   95.01	  100.13	   94.89	   99.87	    6.45	   33.41	8.0e-09
CARD|AAC76296.1 acrS [Escherichia coli str. K-12 substr. MG1655]	   26690	    4103	     663	   98.04	  100.00	   98.04	  100.00	   43.09	16566.31	1.0e-26
CARD|AFH35853.1 Escherichia coli mdfA [Escherichia coli]	   28155	    7632	    1233	   96.51	  100.00	   96.51	  100.00	   25.51	11768.22	1.0e-26
CARD|CAE50926.1 AAC(6')-Iih [Enterococcus durans]	    1501	    3421	     552	   98.91	  100.00	   98.91	  100.00	    2.77	  749.53	1.0e-26
CARD|CUX99269.1 Enterococcus faecium liaF mutant conferring daptomycin resistance [Enterococcus faecium]	    3853	    4537	     732	   99.59	  100.00	   99.59	  100.00	    5.51	   55.82	1.0e-13
CARD|BAE78083.1 mdtO [Escherichia coli str. K-12 substr. W3110]	   70472	   12673	    2052	   96.39	  100.00	   96.39	  100.00	   38.40	40178.74	1.0e-26
