#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	     930	      40	     597	   91.46	   92.13	   99.27	  108.55	    1.61	  814.35	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	     735	      36	     540	   76.30	   76.85	   99.28	  130.12	    1.39	  631.18	1.0e-26
VFDB|VFG000905 Hemolysin C [Escherichia coli CFT073]	     700	      46	     675	   71.70	   71.85	   99.79	  139.18	    1.05	  572.80	1.0e-26
VFDB|VFG000918 periplasmic heme-binding protein ChuT [Escherichia coli CFT073]	    1615	      67	     993	   75.63	   76.03	   99.47	  131.52	    1.67	 1422.62	1.0e-26
VFDB|VFG000920 putative heme-binding protein ChuX [Escherichia coli CFT073]	    1345	      33	     495	   82.63	   82.83	   99.76	  120.73	    2.75	 1246.89	1.0e-26
VFDB|VFG001444 putative arylsulfatase [Escherichia coli O18:K1:H7 str. RS218]	    2539	      97	    1428	   83.47	   85.22	   97.95	  117.34	    1.87	 2261.92	1.0e-26
VFDB|VFG002413 regulator protein EcpR [Escherichia coli O157:H7 str. EDL933]	    1592	      40	     591	   80.71	   85.11	   94.83	  117.50	    3.20	 1474.99	1.0e-26
VFDB|VFG002414 E. coli common pilus structural subunit EcpA [Escherichia coli O157:H7 str. EDL933]	     975	      40	     588	   87.59	   90.31	   96.99	  110.73	    1.88	  860.72	1.0e-26
VFDB|VFG002416 polymerized tip adhesin of ECP fibers [Escherichia coli O157:H7 str. EDL933]	    2135	     111	    1644	   78.65	   81.39	   96.64	  122.87	    1.50	 1821.34	1.0e-26
VFDB|VFG002417 E. coli common pilus chaperone EcpE [Escherichia coli O157:H7 str. EDL933]	     854	      51	     756	   73.15	   78.04	   93.73	  128.14	    1.33	  710.62	1.0e-26
VFDB|VFG012329 S fimbrial switch regulatory protein SfaB [Escherichia coli UTI89]	     460	      22	     330	   76.97	   76.97	  100.00	  129.92	    1.39	  396.40	1.0e-26
VFDB|VFG012333 S fimbriae minor subunit SfaD [Escherichia coli UTI89]	     855	      37	     549	   83.24	   83.61	   99.56	  119.61	    1.57	  748.63	1.0e-26
