#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG000863 heat-stable enterotoxin 1 [Escherichia coli O44:H18 042]	     371	      13	     117	   73.50	   73.50	  100.00	  136.05	    3.17	  332.11	1.0e-26
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	    3917	      69	     603	   98.01	  100.00	   98.01	  100.00	    6.86	 3713.06	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	    5063	      68	     597	   99.16	  100.00	   99.16	  100.00	    8.71	 4860.47	1.0e-26
VFDB|VFG000873 Type-1 fimbrial protein, A chain precursor [Escherichia coli CFT073]	    3190	      70	     606	   84.65	   92.41	   91.61	  108.21	    6.67	 2985.85	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	    6343	      62	     540	   97.78	  100.00	   97.78	  100.00	   12.43	 6159.40	1.0e-26
VFDB|VFG000875 Chaperone protein fimC precursor [Escherichia coli CFT073]	    5947	      83	     726	   97.93	   99.31	   98.61	  100.69	    8.58	 5701.32	1.0e-26
VFDB|VFG000876 Outer membrane usher protein fimD precursor [Escherichia coli CFT073]	   25065	     290	    2637	   98.45	  100.00	   98.45	  100.00	    9.96	24206.58	1.0e-26
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	    6281	      61	     534	   97.75	  100.00	   97.75	  100.00	   12.75	 6099.41	1.0e-26
VFDB|VFG000878 FimG protein precursor [Escherichia coli CFT073]	    4859	      58	     504	   97.42	  100.00	   97.42	  100.00	   10.33	 4687.58	1.0e-26
VFDB|VFG000879 FimH protein precursor [Escherichia coli CFT073]	    8131	     104	     912	   97.48	  100.00	   97.48	  100.00	    9.63	 7823.34	1.0e-26
