#Template	Score	Expected	Template_length	Template_Identity	Template_Coverage	Query_Identity	Query_Coverage	Depth	q_value	p_value
VFDB|VFG000871 Type 1 fimbriae Regulatory protein fimB [Escherichia coli CFT073]	    1295	      42	     603	   82.42	   83.58	   98.61	  119.64	    2.27	 1174.18	1.0e-26
VFDB|VFG000872 Type 1 fimbriae Regulatory protein fimE [Escherichia coli CFT073]	    1440	      41	     597	   99.16	  100.00	   99.16	  100.00	    2.49	 1319.88	1.0e-26
VFDB|VFG000874 Fimbrin-like protein fimI precursor [Escherichia coli CFT073]	    1041	      37	     540	   85.19	   85.56	   99.57	  116.88	    1.96	  933.23	1.0e-26
VFDB|VFG000876 Outer membrane usher protein fimD precursor [Escherichia coli CFT073]	    4506	     181	    2637	   74.29	   75.09	   98.94	  133.18	    1.76	 3988.78	1.0e-26
VFDB|VFG000877 FimF protein precursor [Escherichia coli CFT073]	     746	      37	     534	   81.65	   83.33	   97.98	  120.00	    1.50	  641.21	1.0e-26
VFDB|VFG000879 FimH protein precursor [Escherichia coli CFT073]	    2573	      63	     912	   95.94	   97.70	   98.20	  102.36	    3.03	 2389.20	1.0e-26
VFDB|VFG000880 regulatory protein PapI [Escherichia coli CFT073]	     226	      16	     234	   91.88	   99.57	   92.27	  100.43	    1.24	  181.30	1.0e-26
VFDB|VFG000905 Hemolysin C [Escherichia coli CFT073]	    1812	      46	     675	   75.70	   76.59	   98.84	  130.56	    2.76	 1675.84	1.0e-26
VFDB|VFG000906 Hemolysin A [Escherichia coli CFT073]	    7276	     209	    3075	   89.98	   92.49	   97.29	  108.12	    2.55	 6669.85	1.0e-26
VFDB|VFG000907 Hemolysin B [Escherichia coli CFT073]	    5500	     145	    2124	   81.12	   81.97	   98.97	  122.00	    2.66	 5077.40	1.0e-26
VFDB|VFG000908 Hemolysin D [Escherichia coli CFT073]	    3789	      99	    1437	   86.22	   86.36	   99.84	  115.79	    2.66	 3501.24	1.0e-26
VFDB|VFG000916 heme oxygenase ChuS [Escherichia coli CFT073]	    1661	      71	    1029	   75.12	   75.12	  100.00	  133.12	    1.61	 1457.91	1.0e-26
